,날짜,신문사,제목,내용,분야
0,20220423,TV조선,"""이자 장사 잘했네"" 5대 금융그룹 1분기 이익 첫 5조 돌파","<div class=""go_trans _article_content"" id=""dic_area"">
<strong class=""media_end_summary"">서민·자영업자는 '울상'</strong><div class=""video_area _VIDEO_AREA"" id=""video_area_0""></div>[앵커]<br>금리가 오르면서 서민들은 대출 이자 갚기에 허덕이는데, 은행들은 실적 잔치를 벌이고 있습니다.  올해 1분기 5대 금융그룹의 이익이 처음으로 5조 원을 돌파했습니다. 대출 금리는 빠르게 올리면서 예금 금리는 더디게 인상해, 이자 마진으로 배불린다는 지적이 나올 수 밖에 없습니다. <br><br>송병철 기자입니다.<br><br>[리포트]<br>코로나19가 터진 직후, 한국은행은 기준금리를 사상 처음 0% 대인 0.75%로 내린 뒤, 최저 0.5%까지 낮췄습니다. <br><br>이주열 / 당시 한국은행 총재(2020년 3월)<br>""한국은행 기준금리를 0.5% 포인트 인하하는 한편….""<br><br> 하지만 이후 시중 유동성이 넘쳤고, 물가까지 오르면서 기준금리를 코로나 직전보다도 더 높은 1.5%로 올랐습니다. <br><br>주상영 / 한국은행 금통위 의장 직무대행(지난 14일)<br>""기준금리를 1.25%에서 1.5%로 인상하여 통화정책을 운영하기로 결정했습니다."" <br><br>저금리 때 늘어난 대출은 은행들에겐 효자가 됐습니다. <br><br>이자 수익 덕에 올해 1분기 5대 금융그룹의 순이익은 처음 5조 원을 돌파했습니다.<br><br>우리금융의 경우 1년 전보다 32.5%나 급증했습니다.<br><br>김득의 / 금융정의연대 대표<br>""대출금리는 광속으로 올리는데 예금금리는 뒤늦게 뒷북 인상을 하면서 찔끔 찔끔 올리는 경향이 크다 보니까…."" <br><br>변동금리를 택한 주택담보대출자들의 월 이자 상환금은 커졌고, 대출을 받은 자영업자들도 이자 부담에 골머리를 앓습니다. <br><br>오성영 / 전국헬스클럽관장협회장<br>""이자 오르는 걸 감당을 했으면 좋겠는데 열심히 하려고 마음먹어도 회원들이 체육관에 나와줘야…."" <br><br>한은은 기준금리의 추가 인상을 시사하고 있어 이자비용 부담은 더 커질 전망입니다. <br><br>TV조선 송병철입니다. 
		</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></div>",경제
1,20220423,TV조선,"[뉴스7 취재후 Talk] 저성장 속 ""진짜 인플레이션이 왔다""…尹 경제팀의 첫 과제 '물가잡기'","<div class=""go_trans _article_content"" id=""dic_area"">
<div class=""video_area _VIDEO_AREA"" id=""video_area_0""></div>[앵커]<br>여름이면 찾게 되는 시원한 냉면도, 서민음식 자장면도 먹기 부담스러워졌습니다. 폭등수준의 인플레이션, 새 정부는 잡을 수 있을까요. <br><br>이창용 / 한국은행 총재<br>""물가 상승이 앞으로 1~2년 계속될 것으로 보고 있습니다."" <br><br>물가가 많이 올랐다는 걸 체감을 합니다. 저는 차에 기름을 넣을 때 많이 느끼거든요. <br><br>[기자]<br>그렇죠. 기름 값 얘기를 안 할 수가 없는데 국제 유가가 뛰면서 휘발유 가격은 연초부터 10주 연속 오르다가 최근에는 약간 떨어진 상태거든요. <br><br>[앵커]<br>너무 비싸요.<br><br>[기자]<br>외식 물가도 줄줄이 올랐는데요. 서울 지역 칼국수 가격 8천 원 넘겼고요. 대표적인 서민 음식 가격이 다 올랐습니다. 이렇게 외식 물가가 뛴 이유가 수입 밀가루 가격이 1년 새 무려 41%가 올라서 13년 3개월 만에 최고치 기록입니다. <br><br>최승혁 / 파머스반브레드 사장<br>“모든 품목이 오른 적은 처음이었던 것 같아요.” <br><br>조순희 / 종로할머니칼국수 사장<br>“하여튼 우리 쓰는 건 다 올랐어요.” <br><br>[앵커]<br>그러니까 가만히 있어도 내 지갑에서 돈이 새어나간다 라는 말이 나올 정도인데. 일단, 물가가 오른 이유가 전쟁 때문으로 봐야 합니까? <br><br>[기자]<br>코로나 사태 때문에 공급망 교란이 여전히 해소가 되지 않은 상황인데, 우크라이나 사태까지 터지면서 겹쳐진 거죠. 러시아와 우크라이나 이 두 나라가 세계 밀 생산에서 차지하는 비중이 30%가 됩니다. 미국 등 주요 밀 생산지 국가에서는 흉작이 이어지고 있거든요. 상황들 다 겹치면서 국제 밀 가격이 고공행진하고 있습니다. 러시아가 세계 3위 원유 수출국이거든요. 그래서 에너지 가격에 상당 기간 영향을 줄 거고 그렇게 되면 우리가 받는 상승 압력이 더 커질 것으로 보입니다. <br><br>[앵커]<br>지금도 물가가 많이 올랐는데 앞으로 더 오를까요? <br><br>[기자]<br>하반기가 되면 더 심해질 거다, 이런 관측들도 많고요. 설령 우크라이나 사태가 끝나더라도 국제사회의 대 러시아 제재가 영향을 미칠 수밖에 없다, 이런 분석입니다. 특히 이번 인플레는 유동성이 인플레는 부추겼다, 이런 분석들이 많습니다. <br><br>[앵커]<br>돈이 많이 풀렸다는 얘긴가요? <br><br>[기자]<br>네. 그렇습니다. 코로나19 때문에 세계 각국이 다 돈을 많이 풀었는데 그게 이제 다시 우리에게 돌아와서 대가를 치르게 됐다. 이런 분석입니다. <br><br>[앵커]<br>4%대 물가 상승률이 근 10년 만에 최고치라고 하는데 실제 체감하는 것보다 좀 낮은 것 같아요. <br><br>[기자]<br>통계를 산출하는데 모든 항목이 포함되지 않기 때문입니다. 요즘에 가장 많이 소비하는 것 중의 하나가 배달료. 택시 호출 수수료. 이런 것들이 있는데 이것도 역시 통계에 빠져 있습니다. 이런 것까지 만약에 반영을 하게 된다면 이 물가상승률은 더 오를 수밖에 없는 상황입니다. <br><br>[앵커]<br>결국 새 정부는 인플레이션이라는 이 무거운 짐을 이제 안고 출발하게 됐습니다. 그런데 지금까지 내세웠던 공약들을 보면 돈은 풀고 세금은 좀 줄이는 방향인데. <br><br>[기자]<br>지금 50조 추경 얘기 계속 나오고 있는데 200개 공약에 5년 임기 동안에 266조가 들어간다고 합니다. 문제는 상당 부분은 적자 국채를 찍어서 조달해야 하는 점에서 내수도 살려야 하고 또 물가도 잡아야 하는 새 정부가 딜레마에 처한 상황입니다. 여기에 미국이 빅스텝을 예고한 상황이고 우리도 금리가 오르고 있는 추세입니다. 서민들의 이자부담도 상당히 커질 걸로 보입니다. <br><br>이창용 / 한국은행 총재<br>“인기는 좀 없더라도 선제적으로 금리 시그널을 줘서 물가를 좀 기대 심리를 안정시키는 그런 방향으로” <br><br>[앵커]<br>그래서 윤석열 정부의 경제팀 추경호 경제부총리, 그리고 이창용 한국은행 총재가 좀 어깨가 많이 무거울 것 같아요. <br><br>[기자]<br>이창용 한은 총재가 2009년 금융위 차관급인 부위원장을 맡았을 때 추경호 후보자가 금융위 금융정책국장이었거든요. <br><br>[앵커]<br>함께 일했던 적이 있었군요. <br><br>[기자]<br>경제 관료로서 이미 한번 호흡을 맞춘 사이이기 때문에 이전에는 한은은 돈줄을 죄는데 기재부는 계속 돈을 풀어서 엇박자 논란이 있어서 기재부와 한은의 긴밀한 공조가 이루어질 거다. 이런 기대감이 높은 상황입니다. <br><br>추경호 / 경제부총리 겸 기획재정부 장관 후보자<br>“한국은행 총재와 경제부총리가 만나는 것이 뉴스가 안 될 정도로 제가 그렇게 할 겁니다. ” <br><br>[앵커]<br>네. 밀려오는 인플레이션 먹구름. 한줄톡으로 정리해보겠습니다. <br><br>[기자]<br>&lt;물가와의 전쟁 원팀으로&gt; 라고 하겠습니다. 지금 인수위에서는 경제 원팀 굉장히 강조를 하고 있습니다. 새 정부가 출범하는 시기다 보니까 경기 부양이 굉장히 중요한 목표가 되는데 물가를 잡지 않으면 다시 경기의 발목을 잡을 수 있는 그런 심각한 수준이거든요. 그래서 물가 대응과 또 경제 성장. 이 두 가지 목표 사이에서 역할을 잘 수행해줬으면 좋겠습니다.
		</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></div>",경제
2,20220423,TV조선,인도네시아 식용유 수출 중단…국내 연쇄 물가 상승 우려,"<div class=""go_trans _article_content"" id=""dic_area"">
<div class=""video_area _VIDEO_AREA"" id=""video_area_0""></div>[앵커]<br>식용유와 과자 등을 만드는 데 쓰이는 기름이 팜유인데요, 팜유 최대 생산국인 인도네시아가 팜유 수출을 중단하겠다고 발표했습니다. 자국에도 식용유가 품귀현상을 빚자, 수출길을 막은 겁니다. 우크라이나 사태로 치솟은 세계 밥상 물가가 한번 더 출렁이게 됐습니다. <br><br>장혁수 기자의 보도 보신 뒤, 앞으로의 물가 전망과 새 정부의 물가 정책을 짚어본 취재후톡으로 이어가겠습니다. <br><br>[리포트]<br>식용유 가격을 낮추라는 현수막이 걸렸고, 빨간 옷을 맞춰입은 시위대가 행진합니다. <br><br>켈빈 오웬 / 시위 참여 학생<br>""연료와 식용유의 가격 상승은 기본 상품의 가격에도 영향을 끼칩니다."" <br><br>인도네시아가 식용유와, 그 원료가 되는 팜유의 수출을 전면 중단하기로 결정했습니다. <br><br>조코 위도도 / 인도네시아 대통령<br>""28일부터 식용유와 식용유 원료물질 수출을 추후 고지할 때까지 금지하기로 했습니다.""<br><br> 세계 최대 팜유 수출국인 인도네시아는 최근 식용유 파동을 겪고 있습니다. <br><br>우크라이나 파동으로 국제 식용유 값이 오르자, 인도네시아 팜유 생산자들이 내수보다 수출에 주력했기 때문입니다. <br><br>가뜩이나 식용유 값이 오르고 있는 우리나라는 충격을 피할 수 없게 됐습니다.<br><br>1년 전 2만 7000원대였던 업소용 식용유 가격은 꾸준히 올라 5만원을 넘었습니다.<br><br>권진석 / 서울 마포구<br>""원래 기름 가격이 좀 부담스럽긴 한데, 거기다 가격이 더 오르니까 체감 소비 물가지수는 많이 높아질 거라고 예상….""<br><br> 식용유 가격이 오르면 라면을 포함해 튀기고 볶는 음식 등 제과 제품 가격이 잇따라 오르게 됩니다. <br><br>인도네시아의 수출 중단 결정으로 국내 식품가격이 또 한 번 급등할 수 있다는 우려가 나옵니다. <br><br>TV조선 장혁수입니다. 
		</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></div>",경제
3,20220423,중앙일보,'식용유 파동' 인도네시아 팜유 수출중단…라면·과자값 오르나,"<div class=""go_trans _article_content"" id=""dic_area"">
			  인도네시아가 팜유 수출을 중단했다. 당장 라면·과자 값에 영향을 줄 수 있다.   <br> <br>   23일 인도네시아 대통령궁에 따르면 조코 위도도 대통령은 전날 밤 “국민의 필수품, 특히 식용유에 관한 회의를 주재한 결과 28일부터 식용유와 식용유 원료물질 수출을 추후 고지할 때까지 금지하기로 했다”고 발표했다.  <br> <br> <div class=""ab_photo photo_center ""> <div class=""image""> <span class=""end_photo_org""><div class=""nbd_im_w _LAZY_LOADING_WRAP "">
<div class=""nbd_a _LAZY_LOADING_ERROR_HIDE"" id=""img_a1"">
<img class=""_LAZY_LOADING"" data-src=""https://imgnews.pstatic.net/image/025/2022/04/23/0003189715_001_20220423193001131.jpg?type=w647"" id=""img1""/>
</div>
</div><em class=""img_desc"">팜유를 만드는 팜나무의 열매. 인도네시아가 팜유 수출을 금지했다. 로이터=연합뉴스</em></span> <span class=""mask""></span> </div> </div>        인도네시아는 세계 최대 팜유 수출국이다. 세계 팜유 시장 공급의 절반 이상을 도맡아 하고 있다. 인도네시아의 팜유 수출 중단이 국제 식용유 가격을 더 치솟게 하고, 줄줄이 식료품 물가상승으로 이어질 것이란 우려가 나온다. 인도네시아가 ‘식용 팜유’ 수출 중단을 결정함에 따라 당장 미국 시카고 거래소의 콩기름 거래가격이 4.5% 올랐다.  <br> <br>   팜유 수출 중단의 이유를 따져보면 우크라이나와 러시아의 전쟁으로 연결된다.   <br>   해바라기씨유 수출 1, 2위 국가인 우크라이나와 러시아가 전쟁으로 수출에 차질을 빚으면서 팜유를 포함한 식물성 기름의 국제 가격이 치솟아 생산업자들이 수출에 집중했다. 이에 인도네시아 내 팜유 가격이 급등하며 민심이 들끓었다. 인도네시아인들은 나시고랭(볶음밥), 미고랭(볶음면) 등 볶거나 튀긴 음식을 선호해 식용유 가격은 민심과 직결된다.  <br> <br>   인도네시아 정부는 '식용유 파동'에 대응해 내수시장 공급의무 신설 등 여러 정책을 내놨다가 결국 원점으로 돌리고, 수출세와 부담금을 늘려 그 돈으로 내수시장 식용윳값에 보조금을 지급하고 있다. 이같은 정책도 효과를 보지 못하자 식용유와 원료물질 수출 중단이라는 특단의 조치를 취했다.  <br> <br>   팜유는 팜 나무의 열매를 쪄서 압축 채유해 만든 식물성 유지다. 팜유는 식용유, 가공식품 제조에 쓰이는 것은 물론 화장품, 세제, 바이오디젤 등의 원료로 들어간다.  <br> <br>   인도네시아 팜유협회(GAPKI)는 오는 28일부터 식용유와 원료물질 수출을 중단시킨 정부 정책에 대해 한시적으로 적용돼야 한다며 우려했다. 에디 마르토노팜유협회 사무총장은 이날 “수출 금지 정책이 한시적으로 시행돼야 한다”며 “만약 길어지면 팜유 회사뿐만 아니라 생산농가까지 문제가 될 것”이라고 우려를 내놓았다.  <br><br>
</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></div>",경제
4,20220423,TV조선,"BBQ ""다음달부터 2000원 인상""…결국 가격 인상 대열 합류","<div class=""go_trans _article_content"" id=""dic_area"">
<span class=""end_photo_org""><div class=""nbd_im_w _LAZY_LOADING_WRAP "">
<div class=""nbd_a _LAZY_LOADING_ERROR_HIDE"" id=""img_a1"">
<img class=""_LAZY_LOADING"" data-src=""https://imgnews.pstatic.net/image/448/2022/04/23/2022042390022_0_20220423164601893.jpg?type=w647"" id=""img1""/>
</div>
</div><em class=""img_desc"">/ 출처 : BBQ 홈페이지</em></span>치킨 프랜차이즈 BBQ를 운영하는 제너시스BBQ가 다음달 2일부터 제품 가격을 2000원 인상한다고 22일 밝혔다.<br><br>이에 따라 작년 12월 가격을 인상했던 교촌치킨, bhc에 이어 BBQ까지 대형 치킨 프랜차이즈의 가격이 모두 인상되는 셈이다.<br><br>이번 인상 조치로 황금올리브 치킨은 기존 1만 8000원에서 2만 원으로, 황금올리브 닭다리는 1만 9000원에서 2만 1000원으로 각각 가격이 오른다.<br><br>제너시스BBQ는 ""배달앱 중개 수수료와 인건비 상승 등으로 가맹점주들의 가격 인상 요구가 꾸준히 있었다""며 인상 배경을 밝혔다.<br><br>이어 ""국제 곡물, 제지 등 원부재료와 국내외 물류비, 인건비 급등에 더는 버티기가 어려워 가격 인상을 결정했다""고 덧붙였다.<br>
</br></br></br></br></br></br></br></br></br></div>",경제
5,20220423,조선일보,"상업용 건물,  주식처럼 거래하는  부동산 조각 투자시장 열린다","<div class=""go_trans _article_content"" id=""dic_area"">
<b>루센트블록,  카사, 펀블, 비브릭 등 상업용 부동산 거래 앱 출시 잇따라<br>5000원으로도  부동산 투자, 배당, 시세차익도 가능<br>입지, 임차인에 따라 수익률 갈릴 수 있어</br></br></b><br>							상업용 건물을 소액으로 소유하고 간편하게 거래할 수 있는 부동산 조각투자 시장이 열리고 있다. 루센트블록은 최근 부동산 수익증권 거래 앱 ‘소유’ 서비스를 개시하고 1호 공모 건물인 ‘안국 다운타우너’를 공개했다. 최소 5000원부터 일반 최대 2000만원까지 투자 가능하다. ‘안국 다운타우너’는 수제버거 매장이다. ‘안국 다운타우너’의 공모 청약은 5월16일부터 20일까지 진행된다. 키움증권과 업무협약을 맺은 펀블도 조만간 1호 공모를 시작한다. ‘비브릭’도 첫 공모 상장 건물인 부산시 초량 MDM타워를 공개했다. ‘카사’는 ‘역삼 런던빌’, ‘서초 지웰타워’, ‘역삼 한국기술센터’, ‘여의도 익스콘벤처타워’를 상장했다.<br><br><span class=""end_photo_org""><div class=""nbd_im_w _LAZY_LOADING_WRAP "">
<div class=""nbd_a _LAZY_LOADING_ERROR_HIDE"" id=""img_a1"">
<img class=""_LAZY_LOADING"" data-src=""https://imgnews.pstatic.net/image/023/2022/04/23/0003687127_001_20220423213901113.jpg?type=w647"" id=""img1""/>
</div>
</div><em class=""img_desc"">서울 테헤란로와 인접한 지역의 건물들. 최근 5000원으로 빌딩의 지분을 거래할 수 있는 부동산 조각투자 상품이 등장했다./김기훈 기자</em></span><br>										부동산 조각투자는 앱을 통해서 부동산 소유지분의 거래가 가능하고 배당도 받는다. 건물을 매각했을 때는 시세차익도 챙길 수 있다. 반면 건물 임차가 되지 않는 등 부동산 시장이 침체할 경우, 손해를 볼 수도 있다.<br><br>최근 금융당국이 일반인들에게도 친숙해진 음악 조각 투자 상품인 ‘뮤직카우’가 자본시장법상 ‘투자계약증권’에 해당된다고 결론 내렸다. 이에 따라 뮤직카우는 6개월 이내에 투자자 예치금을 외부 금융기관 계좌에 별도 보관하는 등 투자자 보호 조치를 마련해야 한다.<br><br>부동산 조각 투자 업체들은 ‘혁신금융서비스(규제 샌드박스)’ 등에 지정돼 투자자 보호 장치를 갖추고 있다. 건물주가 신탁사에게 건물을 위탁하면 신탁사는 이를 다분할 수익증권으로 발행, 예탁결제원이 이를 전자 등록한다. 투자자가 지급한 공모대금은 신탁사에게 전달된다. 블록체인 기술 등을 활용해서 투자자 보호장치를 갖추기도 했다. 다만 원금보장이 되지 않는 만큼, 투자를 할 때는 입지와 임차인의 안정성 등을 확인해야 한다.<br><br>
</br></br></br></br></br></br></br></br></br></br></div>",경제
6,20220423,중앙일보,휘발유 가격 4주째 하락… ℓ당 전국 평균 1968원,"<div class=""go_trans _article_content"" id=""dic_area"">
<div class=""ab_photo photo_center ""> <div class=""image""> <span class=""end_photo_org""><div class=""nbd_im_w _LAZY_LOADING_WRAP "">
<div class=""nbd_a _LAZY_LOADING_ERROR_HIDE"" id=""img_a1"">
<img class=""_LAZY_LOADING"" data-src=""https://imgnews.pstatic.net/image/025/2022/04/23/0003189698_001_20220423121701087.jpg?type=w647"" id=""img1""/>
</div>
</div><em class=""img_desc"">지난 10일 서울 시내 주유소 모습. 연합뉴스</em></span> <span class=""mask""></span> </div> </div>        국내 주유소 휘발유 가격이 이번 주에도 소폭 내리며 4주 연속 하락했다.  <br> <br>   23일 한국석유공사 유가정보서비스 오피넷에 따르면 4월 셋째 주(4.17~21) 전국 주유소 휘발유 평균 판매가격은 전주 대비 9.3원 내린 L(리터)당 1967.8원을 기록했다.  <br> <br>   최근 주간 휘발유 가격 하락 폭은 2주전 9.6원, 지난주 13.3원, 이번주 9.3원으로, 매일 L당 1~2원씩 떨어지고 있다.   <br> <br>   국내 최고가 지역인 서울의 이번 주 휘발유 평균 가격은 전주보다 6.4원 내린 L당 2028.4원, 최저가 지역인 대구는 전주 대비 11.2원 하락한 1940.9원을 나타냈다.  <br> <br>   이번 주 전국 평균 경유 가격도 전주 대비 3.0원 내린 L당 1899.6원을 기록했다.  <br> <br>   국내 휘발유 가격은 국제유가를 따라 연초부터 지난달 말까지 10주 연속 오르며 2012년 이후 10년 만의 최고치(L당 2004원)를 찍은 후 미국 주도의 비축유 방출 등 영향으로 하락세로 전환됐다.  <br> <br>   다만 최근 안정세를 보이던 국제 유가는 러시아의 우크라이나 침공 사태 장기화로 이번주 상승세로 전환됐다.  <br> <br>   국내 수입 원유의 기준이 되는 두바이유는 전주보다 6.1달러 오른 배럴당 107.1달러, 국제 휘발유 평균 가격은 전주보다 7.8달러 오른 배럴당 128.0달러를 기록했다.  <br> <br>   한편 정부는 연초 급등한 휘발유 가격을 진정시키기 위해 유류세 인하 폭을 내달 1일부터 기존 20%에서 30%로 확대하기로 했다. 이에 따라 휘발유는 L당 83원, 경유는 L당 58원의 추가 인하 효과가 생긴다.<br><br>
</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></div>",경제
7,20220423,TV조선,"홍남기 ""차기 정부, 재정준칙 반드시 도입해야""","<div class=""go_trans _article_content"" id=""dic_area"">
<span class=""end_photo_org""><div class=""nbd_im_w _LAZY_LOADING_WRAP "">
<div class=""nbd_a _LAZY_LOADING_ERROR_HIDE"" id=""img_a1"">
<img class=""_LAZY_LOADING"" data-src=""https://imgnews.pstatic.net/image/448/2022/04/23/2022042390003_0_20220423135601795.jpg?type=w647"" id=""img1""/>
</div>
</div><em class=""img_desc"">G20재무장관·중앙은행총재회의 참석차 미국 워싱턴D.C.를 방문 중인 홍남기 부총리 겸 기획재정부 장관이 21일(현지시간) 동행기자단들과의 간담회에서 발언하고 있다. / 기획재정부 제공</em></span>홍남기 경제부총리 겸 기획재정부 장관이 “차기 정부에서 재정준칙을 반드시 입법화해 도입해야 한다”고 말했다.<br><br>홍 부총리는 현지시각 21일 미국 워싱턴DC에서 열린 G20 재무장관 회의 후 취재 기자단과 간담회에서 “현재 전 세계 105개 국가와 미국의 50개 주 가운데 49개 주에서 재정준칙을 도입하고 있다”면서 이같이 말했다.<br><br>홍 부총리는 이어 “우리도 한국형 재정준칙 도입이 시급하다. 새 정부도 국정과제에 재정준칙을 포함한 것으로 안다”고 했다.<br><br>재정준칙은 국가채무비율 등 재정 건전성 지표가 일정한 수준을 넘지 않도록 규범화하는 것을 말한다. 정부는 2020년 12월 한국형 재정준칙을 도입하는 방안을 담은 국가재정법 개정안을 국회에 제출했지만, 국회 통과는 지지부진한 상태다. <br><br>홍 부총리는 “올해 우리나라의 GDP 대비 국가채무비율이 50%인데, 앞으로 5∼6년 사이에는 60%에 근접하게 될 것”이라며 “GDP 대비 국가채무비율이 재정준칙상 60%를 넘지 않도록 노력해야 한다”고 말했다. 
		</br></br></br></br></br></br></br></br></div>",경제
8,20220423,TV조선,"홍남기, MSCI 만나 ""선진국 지수 관찰대상 등재 요청""","<div class=""go_trans _article_content"" id=""dic_area"">
<span class=""end_photo_org""><div class=""nbd_im_w _LAZY_LOADING_WRAP "">
<div class=""nbd_a _LAZY_LOADING_ERROR_HIDE"" id=""img_a1"">
<img class=""_LAZY_LOADING"" data-src=""https://imgnews.pstatic.net/image/448/2022/04/23/2022042390002_0_20220423135104825.jpg?type=w647"" id=""img1""/>
</div>
</div><em class=""img_desc"">홍남기 부총리 겸 기획재정부 장관 / 기획재정부 제공</em></span>홍남기 부총리 겸 기획재정부 장관이 모건스탠리 캐피털 인터내셔널(MSCI)에 선진국 지수 편입을 위한 관찰대상 등재를 요청했다.<br><br>홍 부총리는 22일(현지시간) 미국 뉴욕에서 모건스탠리 캐피털 인터내셔널(MSCI) 측을 만나 MSCI 선진국 지수 편입의 첫 단계로 관찰대상 등재를 요청했다.<br><br>MSCI 선진국 지수는 미국의 금융지수 정보제공 회사인 모건스탠리 캐피털 인터내셔널 (Morgan Stanley Capital International Inc.)가 제공하는 선진국 주식시장에 상장된 종목으로 구성된 주가지수로, 여기에 편입되면 통상 '선진 주식시장'으로 인정받는다.<br><br>앞서 우리나라는 2008년에 선진국 지수 편입을 위한 관찰대상에 등재됐지만 제도 개선 미흡으로 편입되지 못했고, 이후 2014년에 선진국 지수 관찰대상국에서 제외됐다. 현재는 브라질, 체코, 그리스, 중국, 인도, 대만 등과 함께 신흥국 지수에 속해 있다.<br><br>이를 위해 홍 부총리는 외국인 투자등록제도와 지수 사용권 등 선진국 지수 편입과 관련한 증시 쟁점에 대해서는 해외투자자의 불편 해소와 경쟁적 시장 환경 조성 등을 위해 금융당국 및 관계 기관과 함께 제도 개선을 검토해 나갈 계획이라고 밝혔다.
		</br></br></br></br></br></br></br></br></div>",경제
9,20220423,TV조선,국내 휘발유 가격 리터당 1968원…4주 연속 하락,"<div class=""go_trans _article_content"" id=""dic_area"">
<span class=""end_photo_org""><div class=""nbd_im_w _LAZY_LOADING_WRAP "">
<div class=""nbd_a _LAZY_LOADING_ERROR_HIDE"" id=""img_a1"">
<img class=""_LAZY_LOADING"" data-src=""https://imgnews.pstatic.net/image/448/2022/04/23/2022042390001_0_20220423135104203.jpg?type=w647"" id=""img1""/>
</div>
</div><em class=""img_desc"">서울의 한 주유소 주유기. / 연합뉴스</em></span>국내 주유소의 휘발유 판매 가격이 4주 연속 하락세를 보였다.<br><br>한국석유공사 유가정보서비스 오피넷은 23일 4월 셋째 주(17~21일) 전국 주유소 휘발유 평균 판매 가격이 1주일 전보다 9.3원 내린 ℓ당 1967.8원을 기록했다고 밝혔다.<br><br>앞서 러시아의 우크라이나 침공 등으로 국제 유가가 올라 휘발유 판매 가격도 치솟았지만 미국 주도의 비축유 방출 등의 영향으로 하락세를 보이고 있다.<br><br>이번 주 전국 평균 경유 판매 가격도 1주일 전보다 3.0원 내린 ℓ당 1899.6원을 기록했다.<br><br>석유공사 측은 ""독일의 러시아산 석유 수입 축소 발표와 러시아·우크라이나 휴전 협상 교착 등의 영향으로 이번 주 국제유가가 상승세를 보였다""라고 분석했다.<br><br>한편, 정부는 유가상승으로 인한 부담을 줄이기 위해 5월 1일부터 유류세 인하분을 현행 20%에서 30%로 10% 포인트 더 확대한다. 
		</br></br></br></br></br></br></br></br></br></br></div>",경제
