,날짜,신문사,제목,내용,분야
0,20220716,경향신문,"1024회 로또 당첨번호 9, 18, 20, 22, 38, 44...1등은 몇명?","<div class=""go_trans _article_content"" id=""dic_area"">
<span class=""end_photo_org""><div class=""nbd_im_w _LAZY_LOADING_WRAP "">
<div class=""nbd_a _LAZY_LOADING_ERROR_HIDE"" id=""img_a1"">
<img class=""_LAZY_LOADING"" data-src=""https://imgnews.pstatic.net/image/032/2022/07/16/0003160204_001_20220717094101140.jpg?type=w647"" id=""img1""/>
</div>
</div><em class=""img_desc"">1024회 로또 1등 당첨번호 9, 18, 20, 22, 38, 44 “보너스 번호 10”. 동행복권 홈페이지</em></span><br><br>로또복권 운영사 동행복권은 제1024회 로또복권 추첨에서 ‘9, 18, 20, 22, 38, 44’가 1등 당첨번호로 뽑혔다고 16일 밝혔다.<br><br>2등 보너스 번호는 ‘10’이다.<br><br>당첨번호 6개를 모두 맞힌 1등 당첨자는 8명으로 30억232만원씩 받는다.<br><br>당첨번호 5개와 보너스 번호가 일치한 2등은 63명으로 각 6392만원씩을, 당첨번호 5개를 맞힌 3등은 2616명으로 154만원씩을 받는다.<br><br>당첨번호 4개를 맞힌 4등(고정 당첨금 5만원)은 13만4065명, 당첨번호 3개가 일치한 5등(고정 당첨금 5천원)은 222만4097명이다.
		</br></br></br></br></br></br></br></br></br></br></div>",경제
1,20220716,경향신문,유승민 “윤석열 캠프 몇 사람 머릿속 해법으로는 경제 위기 극복 어려워”,"<div class=""go_trans _article_content"" id=""dic_area"">
<strong class=""media_end_summary"">부산서 저서 ‘야수의 본능···’ 북콘서트 <br>“위기 잘 넘어가는 것이 정권의 능력”<br>이준석 논란엔 “의혹, 사실 아니기를”</br></br></strong><span class=""end_photo_org""><div class=""nbd_im_w _LAZY_LOADING_WRAP "">
<div class=""nbd_a _LAZY_LOADING_ERROR_HIDE"" id=""img_a1"">
<img class=""_LAZY_LOADING"" data-src=""https://imgnews.pstatic.net/image/032/2022/07/16/0003160202_001_20220716204701128.jpg?type=w647"" id=""img1""/>
</div>
</div><em class=""img_desc"">국민의힘 유승민 전 의원이 16일 오후 부산 서면 소민아트센터에서 열린 자신의 저서 ‘야수의 본능으로 부딪쳐라’ 북 콘서트에서 발언하고 있다. 연합뉴스.</em></span><br><br>유승민 전 국회의원이 16일 최근 경제 상황과 관련해 윤석열 캠프 몇몇 인사로는 위기를 극복하기 쉽지 않을 것이라고 지적했다.<br><br>유 전 의원은 이날 오후 부산 부산진구 소민아트센터에서 열린 자신의 저서 ‘야수의 본능으로 부딪쳐라’ 북 콘서트 현장에서 “윤석열 후보 당시 선거 캠프에 있었던 몇 사람들 머릿속에서만 나오는 해법으로는 위기를 잘 넘어가고 다시 대한민국 경제가 우뚝 솟는 그런 결과를 만들어내기가 쉽지 않을 것”이라고 말했다.<br><br>그는 “지금은 굉장히, 굉장히 힘든 상황이 맞는다”면서 “코로나19 이후 돈을 풀다가 적당히 조절해야 했는데 오버슈팅을 하는 바람에 지금 돈이 풀려서 전 세계가 지금 난리가 나 있다”고 현 상황을 진단했다.<br><br>이어 “전세계가 어려울 때 우리가 혼자 잘할 수 있는 것은 불가능에 가깝다는 걸 저도 너무나 잘 알고 있다”면서도 “하지만 1997년 외환위기나 2008년 (글로벌 금융)위기가 오지 않도록 위기를 잘 넘어가고, 실업자도 덜 발생하고, 물가도 덜 오르는 상태를 만들어나가는 것이 이 정권의 능력이라고 생각한다”고 말했다.<br><br>유 전 의원은 “이 위기가 인플레이션인지 스태그플레이션인지, 스테그네이션인지, 디플레이션인지 지금 정확하게 아무도 모른다”면서 “물가가 올랐다가 급락하기도 하고 지금 굉장히 복잡하고 뭔가 하나 잘못 건드리면 그냥 터져버리는 이런 상황”이라고 했다. 그러면서 “정말 위기의식을 가지고 정식 바짝 차려야 하고 저도 굉장히 유심히 보고 있다”고 강조했다.<br><br>유 전 의원은 징계 이후 잠행을 하는 이준석 당 대표와 관련해서는 “개인적으로 이번에 제기된 의혹이 아니기를 바라고 있다”면서 “그런데 그게 과연 진실이라면 굉장히 어려워질 것으로 생각한다”고 평가했다.<br><br>최근 당 상황에 대해서는 “기본과 원칙, 상식으로 돌아가는 게 맞는다고 생각을 한다”면서 “우리 국민의힘, 보수정당이 많은 국민으로부터 신뢰나 지지를 잃었던 이유를 완전히 제거하고 진짜 제대로 된 보수 정당으로 태어나야 한다”고 조언했다.
		</br></br></br></br></br></br></br></br></br></br></br></br></br></br></div>",정치
2,20220716,경향신문,"법원, 대우조선 1도크 점거 하청 노조원에 퇴거 명령","<div class=""go_trans _article_content"" id=""dic_area"">
<span class=""end_photo_org""><div class=""nbd_im_w _LAZY_LOADING_WRAP "">
<div class=""nbd_a _LAZY_LOADING_ERROR_HIDE"" id=""img_a1"">
<img class=""_LAZY_LOADING"" data-src=""https://imgnews.pstatic.net/image/032/2022/07/16/0003160201_001_20220716193801137.jpg?type=w647"" id=""img1""/>
</div>
</div><em class=""img_desc"">금속노조 거제·통영·고성 조선하청지회 조합원이 6일 오후 경남 거제시 아주동 대우조선해양 선박 건조시설 1 독(도크) 내 건조 중인 30만t급 초대형 원유 운반선에서 농성하고 있다. 연합뉴스.</em></span><br><br>법원이 대우조선해양 1도크(배 건조 작업장)을 점거 중인 금속노조 거제통영고성조선하청지회 조합원에게 법원이 퇴거 결정을 내렸다.<br><br>16일 법조계에 따르면 창원지법 통영지원 민사2부(재판장 한경근)는 사측이 유최안(40) 하청지회 부지회장을 상대로 낸 집회 및 시위금지 가처분 신청을 일부를 인용했다.<br><br>재판부는 “하청지회 측의 점거 행위는 근로자의 단결권·단체교섭권·단체행동권을 보장하기 위해 제정된 관련 법령에서 정한 정당한 쟁의 행위의 범위를 벗어났다”며 “이로 인해 대우조선해양 측에 상당한 경제적 손실이 발생했거나 발생할 가능성이 높다”고 판시했다. 법원은 퇴거하지 않을 경우 사측에 1일 300만원씩 지급해야 한다고 명령했다.<br><br>노조 측은 파업을 지속한다는 계획이다. 김형수 거제통영고성조선하청지회장은 “사측이 우리의 요구를 들어줄 때까지 파업을 계속 이어갈 예정”이라며 “법원의 결정에 대해서는 법률 검토를 하고 있다”고 전했다. 하청지회 조합원 150여명은 지난달 2일부터 ‘임금 30％ 인상’을 요구하며 파업에 돌입했다.<br><br>한편, 파업 40여일을 넘긴 하청지회 조합원들은 최근 ‘파업 월급’을 받았다. 이들은 파업 지지를 위한 ‘10000Ⅹ10000 기금 (1만 명에게 1만 원씩 모금)’을 조성했고, 당초 목표액 1억원보다 큰 규모의 기금을 모았다. 이김춘택 사무장은 “이 기금은 전국의 많은 노동자, 시민이 힘내라고 보내 준 선물”이라며 감사함을 표했다.
		</br></br></br></br></br></br></br></br></br></br></div>",경제
3,20220716,TV조선,떨어지는 집값에 '깡통전세' 주의보…보증금 안 떼이려면?,"<div class=""go_trans _article_content"" id=""dic_area"">
<div class=""video_area _VIDEO_AREA"" id=""video_area_0""></div>[앵커]<br>최근 부동산경기 침체로 집값이 떨어지면서 매매가가 전세보다 낮은 이른바 '깡통전세'가 속출하고 있습니다. 이러다보니 전세 보증금을 떼이는 경우도 크게 늘면서 검찰까지 수사에 나섰습니다. <br><br>임유진 기자 리포트 전해드리고 뉴스야 이어가겠습니다. <br><br>[리포트]<br>갭투자로 빌라 수백채를 임대하고 전세보증금을 돌려주지 않은 일명 '세 모녀 전세사기' 사건. 확인된 피해자만 136명, 피해금액은 298억 원에 달합니다.<br><br>허모 씨 / 피해자 (작년 5월)<br> ""이사를 가야 하는데 제가 돈이 안 들어와서 여기저기 은행마다 빚을 내서 이잣돈을 내고""<br><br>이렇게 전세 보증금을 떼이는 사고는 계속 늘고 있습니다. <br><br>올 상반기 세입자가 보증금을 돌려받지 못한 경우는 1595건. 사고금액은 3407억 원으로 역대 최대치입니다.<br><br>긴축 공포로 집값이 떨어지면서 깡통전세가 늘어난 영향이 큽니다. <br><br>실제 올해 전셋값이 매매가격을 뛰어넘은 거래는 2200여건. 주로 집값 하락세가 뚜렷했던 지방이 많지만 수도권도 24%에 달합니다.<br><br>공인중개사<br>""빌라가 문제죠 빌라가. 특히 원룸, 투룸. 청년들이 들어가는 그런 곳들이. 한 3000정도 차이가 나요. 전세가가 3000이 높은 거죠."" <br><br>이러다보니 집주인이 보증금을 못 돌려주거나 작정하고 가로채는 경우가 크게 늘고 있습니다. <br><br>공인중개사<br> ""아예 노숙자들 데리고 기업형으로 하는 애(브로커)들이 있어요. 그래서 피해는 사회 첫 출발하는 청년들이 다 보는 거죠."" <br><br>급기야 검찰도 계획적인 전세사기는 구속수사하겠다며 칼을 빼들었습니다. <br><br>전문가들은 계약 단계에서 집주인이 빚이나 밀린 세금이 있는지 확인하고, 주택보증보험을 드는 게 좋다고 조언합니다. <br><br>TV조선 임유진입니다.
		</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></div>",경제
4,20220716,TV조선,0%대 사내 금리…정부 지침 어긴 공공기관 '황제대출',"<div class=""go_trans _article_content"" id=""dic_area"">
<div class=""video_area _VIDEO_AREA"" id=""video_area_0""></div>[앵커]<br>공공기관들이 지난해에도 황제 대출이라는 지적을 받아온 저금리 사내대출을 계속해 온 것으로 드러났습니다. 일부는 금리가 0%대였습니다. 정부의 시정 지침에도 많은 공공기관이 지금도 규정을 바꾸지 않고 있습니다. <br><br>송병철 기자입니다.<br><br>[리포트]<br>한국농어촌공사의 지난해 공시자료입니다. 주택자금의 대출금리는 0.6%, 최대한도는 1억 5000만 원까지입니다. <br><br>한국가스공사는 0.7%, 해양환경공단은 0.9% 금리로 직원들에게 돈을 빌려줬습니다. <br><br>130개 공공기관 중 51곳이 이런 식으로 대출 규제에도 걸리지 않고, 금리도 낮은 이른바 '황제 대출'을 계속해왔습니다. <br><br>조명현 / 고려대 경영학과 교수<br> ""(직원 편익을) 어떻게 반영할 것인가, 이런 이슈는 있겠지만 과도하게 차이가 나는 것은 사실은 문제가 있는 거죠.""  <br><br>급기야 정부는 지난해 7월 지침을 내려 대출금리와 조건을 시중은행과 비슷하게 조정하라고 권고했습니다.<br><br> 하지만 0%대 대출을 해온 3곳 중 해양환경공단만 10월에 규정을 바꿨고, 가스공사와 농어촌공사는 노사협약 사항이라 노조의 동의를 받아야 한다며 올해 초가 돼서야 지침을 따랐습니다. <br><br>공공기관 관계자<br>""규정이 개정되기 전까지는 (올해 초까지) 그대로 적용을 한 거고요."" <br><br>그나마 이들 기관들은 늦게나마 정부 지침을 따랐지만, 아직도 규정을 바꾸지 않은 공공기관들도 수두룩합니다. <br><br>산업부와 중기부 산하 공공기관만 보더라도 절반가량은 아직까지도 사내대출 지침을 그대로 두고 버티고 있었습니다.<br><br>정부는 방만 경영 지적을 받고 있는 공공기관의 구조조정 대책을 이달 중에 발표합니다. <br><br>TV조선 송병철입니다.
		</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></div>",경제
5,20220716,TV조선,치솟는 물가에 임금인상 요구 빗발…노동계 파업 확산 조짐,"<div class=""go_trans _article_content"" id=""dic_area"">
<strong class=""media_end_summary"">대우조선 휴업, 르노는 파업 찬성</strong><div class=""video_area _VIDEO_AREA"" id=""video_area_0""></div>[앵커]<br>노조의  불법 점거로 45일째  생산 차질을 빚던 대우조선해양이 결국 휴업을  결정했습니다. 르노코리아 자동차에서도 파업에 찬성하는  투표결과가  나왔습니다  고물가와 노동계  임금인상 요구가 맞물리면서 산업계 전반으로  노사 갈등이  번지고 있습니다. <br><br> 장혁수 기자가  보도합니다.<br><br>[리포트]<br>임금 인상을 요구하며 규모가 가장 큰 선반건조장인 1도크를 점거한 대우조선해양 하청노조, <br><br>지난 7일 <br>""(목숨 걸고 한다!) 우리도 목숨 걸어요!""<br><br> 노사간 협상 불발로 점거가 한달 가까이 이어지면서 대우조선해양은 결국 휴업을 결정했습니다. <br><br>18일과 19일 이틀간 1도크 작업자들을 대상으로 했지만, 노조의 점거가 풀리지 않으면 휴업인원과 기간을 확대할 방침입니다. <br><br>현재까지 추정 손실액은 6000억원. <br><br>박두선 / 대우조선해양 사장 (지난 7일)<br> ""매출과 고정비 손실만 6월 말까지 2800여 억원이 넘는 셈입니다. 인도 지체 보상금까지 감안하면 공정지연 영향 금액은 더 커질 것으로…."" <br><br>정부는 불법 파업으로 판단하고 엄정 대응하겠다고 했지만, 노조는 단식 농성으로 맞서고 있습니다. <br><br>이재명 / 대통령실 부대변인<br> ""불법행위에 대해서는 노사를 불문하고 법과 원칙에 따라 엄정하게 대응할 것을"" <br><br>르노코리아자동차 노조도 입단협 결렬을 선언하고, 80%가 넘는 노조원이 파업에 찬성했습니다.<br><br> 정부의 조정이 결렬되면 노조는 26일부터 본격적인 파업에 돌입할 계획입니다.<br><br> 치솟는 물가에 노동계의 임금인상 요구가 빗발치면서 노사간 갈등이 고조되고 있는 상황. <br><br>노동계의 파업이 확산되면 가뜩이나 어려운 우리경제 상황은 한치 앞도 보기 힘든 어두운 터널로 접어들 것으로 보입니다.<br><br> TV조선 장혁수입니다.
		</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></div>",경제
6,20220716,한겨레,IMF 총재 “금리인상 내년까지…그때 가서야 인플레 식을 것”,"<div class=""go_trans _article_content"" id=""dic_area"">
<strong class=""media_end_summary"">게오르기에바 “물가 지금도 상승중 찬물 끼얹어야”</strong><span class=""end_photo_org""><div class=""nbd_im_w _LAZY_LOADING_WRAP "">
<div class=""nbd_a _LAZY_LOADING_ERROR_HIDE"" id=""img_a1"">
<img class=""_LAZY_LOADING"" data-src=""https://imgnews.pstatic.net/image/028/2022/07/16/0002598856_001_20220716173503705.jpg?type=w647"" id=""img1""/>
</div>
</div><em class=""img_desc"">크리스탈리나 게오르기에바 국제통화기금(IMF) 총재. 워싱턴/로이터 연합뉴스</em></span><br><br>크리스탈리나 게오르기에바 국제통화기금(IMF) 총재가 금리인상 효과가 나타나는 내년에야 인플레이션이 진정될 것으로 내다봤다.<br><br>게오르기에바 총재는 15일(현지시간) 미국 &lt;시엔비시&gt;(CNBC)와의 인터뷰에서 “글로벌 금리는 2023년까지 오르고 그때 가서야 가열된 물가는 식기 시작할 것”이라고 말했다. 게오르기에바 총재는 “각국 중앙은행이 인플레이션을 우선 순위로 두고 억제하기 위한 조치를 취하고 있다”며 “인플레이션 기대치가 특정 범위에 국한된다는 게 분명해질 때까지 계속 억제에 나서야만 한다”고 강조했다. 그는 현재 모든 징후가 인플레이션이 아직 억제되지 않았음을 나타내고 있다면서 “지금도 여전히 물가가 상승하고 있다. 찬물을 끼얹어야 한다”고 했다. <br><br>게오르기에바 총재는 인플레이션을 잡지 못하면 소득이 줄어들고 특히 가난한 나라에 심한 타격이 될 것이라고 우려했다고 시엔비시는 전했다. 식품가격은 코로나19 확산에 이어 우크라이나 전쟁으로 상승세가 더 가팔라졌다. 식품원자재 물가지수(세계은행)는 최근 2개월간 15%, 2년 전과 견줘 80% 이상 급등했다.<br><br>
</br></br></br></br></br></br></br></br></div>",경제
7,20220716,경향신문,트위터 소송전 장기화? 머스크 “신속한 재판 진행 반대”,"<div class=""go_trans _article_content"" id=""dic_area"">
<span class=""end_photo_org""><div class=""nbd_im_w _LAZY_LOADING_WRAP "">
<div class=""nbd_a _LAZY_LOADING_ERROR_HIDE"" id=""img_a1"">
<img class=""_LAZY_LOADING"" data-src=""https://imgnews.pstatic.net/image/032/2022/07/16/0003160192_001_20220716160701125.jpg?type=w647"" id=""img1""/>
</div>
</div><em class=""img_desc"">로이터연합뉴스</em></span><br><br>인수 계약 파기와 관련해 트위터로부터 소송을 당한 일론 머스크 테슬라 최고경영자(CEO)가 15일(현지시간) 신속한 재판 진행에 반대한다고 밝혔다.<br><br>월스트리트저널(WSJ)은 머스크 측 변호인들은 이날 소송을 담당하는 델라웨어 형평법 법원에 제출한 청원에서 트위터가 낸 신속재판 청구에 반대했다고 보도했다.<br><br>머스크 측은 이번 사건을 서두르려는 트위터의 정당화될 수 없는 요구를 법원이 기각해야 한다고 주장했다. 머스크의 변호인은 이날 제출한 청원에서 “가짜·스팸 계정을 둘러싼 핵심적 논쟁은 트위터의 가치에 근본적인 것”이라며 “이는 또한 극도로 방대한 사실과 전문가를 필요로 하는 것으로, 확인에 상당한 시간이 요구된다”고 주장했다. 이어 심리 일정을 내년 2월 13일 또는 그 이후로 해달라고 요청했다. 인수 자금 조달을 위한 대출도 내년 4월 말까지 유효하다고 덧붙였다.<br><br>앞서 트위터는 지난 12일 440억달러(약 58조원) 규모의 트위터 인수 계약을 파기한다고 선언한 머스크가 인수 합의를 이행하도록 강제해달라며 법원에 소송을 냈다. 그러면서 최근의 경기침체와 회사가 불확실성에 발목을 잡힐 위험성을 이유로 들어 9월 중순께 심리를 열어달라는 신속재판 청구를 함께 제출했다. 이번 트위터의 소송은 앞서 머스크가 스팸(가짜) 계정 현황에 대해 트위터가 불충분한 정보를 제공했다며 계약상 의무 위반을 이유로 인수 계약 파기를 선언한 데 대한 대처였다.<br><br>머스크 측은 트위터가 1분기 실적을 발표하면서 ‘수익화 가능한 일일 활성 이용자’를 정정한 일을 거론하며 트위터의 이용자 수에 대해 우려했다고 밝혔다. 트위터는 복수의 계정을 갖고 있는 사람을 계산하는 과정에서 실수로 2021년 말까지 거의 3년간 이용자 수를 과대평가했다면서 지난해 4분기 기준 수익화 가능한 일일 활성 이용자를 0.9% 낮췄다.<br><br>한편 트위터 이사회는 이날 주주들에게 인수 거래를 완료하기 위한 마지막 조치라며 인수안을 통과시켜달라고 촉구했다. 트위터는 이날 미 증권거래위원회(SEC)에 제출한 서류에서 “우리 주주들이 인수 합의를 채택하는 것이 인수 합의상 유일하게 남은 승인 또는 규제 조건”이라고 밝혔다. 그러면서 주주들에게 아직 날짜가 정해지지 않은 특별 주주총회에 참석해달라고 요청했다.
		</br></br></br></br></br></br></br></br></br></br></br></br></div>",경제
8,20220716,경향신문,휘발유·경유 2주 연속 하락 …알뜰 주유소는 2100원대 밑으로,"<div class=""go_trans _article_content"" id=""dic_area"">
<span class=""end_photo_org""><div class=""nbd_im_w _LAZY_LOADING_WRAP "">
<div class=""nbd_a _LAZY_LOADING_ERROR_HIDE"" id=""img_a1"">
<img class=""_LAZY_LOADING"" data-src=""https://imgnews.pstatic.net/image/032/2022/07/16/0003160188_001_20220716143001172.jpg?type=w647"" id=""img1""/>
</div>
</div><em class=""img_desc"">14일 오후 서울 시내의 한 주유소 모습. 연합뉴스.</em></span><br><br>유류세 추가 인하 조치에 국제 석유제품 가격 하락세까지 더해지면서 휘발유·경유 가격이 2주 연속 내렸다. 알뜰주유소는 휘발유 가격이 ℓ당 2100원 밑으로 떨어졌다.<br><br>16일 한국석유공사 유가정보서비스 오피넷에 따르면 7월 둘째 주(10∼14일) 전국 주유소의 휘발유 평균 판매가격은 전주보다 36.1원 내린 ℓ당 2080.7원으로 집계됐다. 국내 최고가 지역인 서울의 이번주 휘발유 평균 가격은 지난주보다 34.9원 내린 ℓ당 2132.9원, 최저가 지역인 대구는 44.1원 떨어진 2042.4원을 각각 기록했다.<br><br>국내 휘발유 가격은 5월 첫째 주부터 8주 연속으로 오르다가 이달 들어 유류세 인하폭 확대(30%→37%)와 국제 석유제품 하락세의 영향으로 2주 연속 내렸다. 전날 오후 5시 기준, 전국 평균 휘발유 가격은 직전일보다 12.8원 하락한 ℓ당 2049.0원이었다. 유류세 추가 인하 직전인 지난달 30일(2144.9원)과 비교해 95.9원 떨어졌다. 특히, 알뜰주유소는 휘발유 가격이 ℓ당 2080.9원까지 떨어졌다.<br><br>국내 경유 가격도 하락세를 이어갔다. 이번주 경유 평균 가격은 지난주보다 27.1원 내린 ℓ당 2123.3원으로 집계됐다. 전날 오후 5시 기준, 전국 평균 경유 가격은 직전일보다 9.2원 내린 ℓ당 2099.7원이었다. 경유 가격은 유류세 추가 인하 직전인 지난달 30일(2167.7원)과 비교하면 68원 떨어졌다.<br><br>국내 휘발유, 경유 가격은 당분간 하락세를 이어갈 전망이다. 최근 정유사들은 국제 석유제품 가격 하락을 반영해 국내 휘발유와 경유의 공급가격을 ℓ당 100원 이상 내리기도 했다.<br><br>이번주 국제 원유 가격은 인플레이션에 따른 세계 경기 침체 우려와 국제에너지기구(IEA)·석유수출국기구(OPEC)의 석유 수요 전망치 하향 등의 영향으로 지난주에 이어 하락세를 이어갔다. 국내 수입 원유의 기준이 되는 두바이유의 이번주 평균 가격은 지난주보다 5.3달러 내린 배럴당 99.4달러를 나타냈다.<br><br>국제 휘발유 평균 가격도 지난주보다 13.9달러 내린 배럴당 113.1달러, 국제 자동차용 경유 가격은 6.9달러 하락한 배럴당 145.9달러를 각각 기록했다.
		</br></br></br></br></br></br></br></br></br></br></br></br></br></br></div>",경제
9,20220716,한겨레,[The 5] ‘빅스텝’ 밟으면 물가가 잡혀요?,"<div class=""go_trans _article_content"" id=""dic_area"">
<strong class=""media_end_summary"">[더 파이브: The 5] 금리는 언제까지 오를까</strong><span class=""end_photo_org""><div class=""nbd_im_w _LAZY_LOADING_WRAP "">
<div class=""nbd_a _LAZY_LOADING_ERROR_HIDE"" id=""img_a1"">
<img class=""_LAZY_LOADING"" data-src=""https://imgnews.pstatic.net/image/028/2022/07/16/0002598850_001_20220716164102706.jpg?type=w647"" id=""img1""/>
</div>
</div><em class=""img_desc"">이창용 한국은행 총재가 지난 13일 서울 중구 한국은행에서 열린 통화정책방향 기자간담회에서 취재진 질문에 눈을 감은 채 생각에 잠겨 있다. 사진공동취재단</em></span><br><br>‘우리가 시간이 없지 관심이 없냐!’ 현생에 치여 바쁜, 뉴스 볼 시간도 없는 당신을 위해 준비했습니다. 뉴스가 알려주지 않은 뉴스, 보면 볼수록 궁금한 뉴스를 5개 질문에 담았습니다. The 5가 묻고 담당 기자가 답합니다.▶▶주간 뉴스레터 휘클리 구독신청 https://bit.ly/3qnllp8<br><br>한국은행 금융통화위원회(금통위)가 지난 13일 기준금리를 연 1.75%에서 2.25%로 크게 올렸죠. 0.25%포인트씩 올리던 걸 두 배로 늘렸는데요. 금리 0.50% 올리는 걸 ‘빅스텝’이라 합니다. 사상 처음인데요. 여기에는 지난 6월 소비자물가지수가 전년 동기 대비 6.0%나 오르는 등 최근 고물가 추세가 심각하다는 판단이 결정적 영향을 미쳤습니다. 물가는 잡아야 하겠지만, 당장 금리 상승에 대한 걱정으로 대출자들 한숨도 깊어지고 있죠. 이번 ‘빅스텝’은 최선이었을까요? 미국이 오는 27일 기준금리를 또 다시 0.75%포인트 올릴 수 있다는 예상이 나오는데, 앞으로 우리나라 금리는 또 어떻게 되는 걸까요? 조계완 선임기자에게 물어봤습니다.<br><br><b>[The 1] 미국이 첫 자이언트 스텝(기준금리 0.75%포인트 인상)을 밟은 데 이어 우리가 첫 빅스텝을 택했는데요. 불가피했던 건가요?</b><br><br>조계완 기자: 그렇죠. 소비자물가상승률이 6%인 건 외환위기 이후 가장 높은 것이니 모두 깜짝 놀랄 만한 숫자인 건 맞아요. 물가 상승이 지속되면 경제 주체들의 실질 구매력을 떨어뜨리고 원활한 경제활동이 고장나게 되죠. 성장은 둔화하고요. <b>선제적 대응을 위해 빅스텝이 불가피</b>했던 건 맞는데, 문제는 금융통화위원회가 인상 속도와 폭을 더 정교하고 정확하게 결정해야 한다는 거예요. 통화 당국의 대응 능력에 대한 ‘신뢰’가 이번에 시험대에 올랐습니다.<br><br><b>[The 2] 기준금리를 인상하면 물가가 잡히는 건가요?</b><br><br><b>조계완 기자: </b>금리를 올려야 수요가 위축되고, 수요-공급의 논리상 재화와 서비스 가격이 내려갈 수 있죠. 그런데 지금 우리의 물가 상승엔 국제 유가와 곡물 식량 가격 등 해외발 공급 쪽 요인이 큰 영향을 미치고 있거든요. 우리 소비자 물가 상승률에서 <b>해외 공급발 요인이 절반쯤</b> 된다고 해요. 국내 수요를 잡는다고 해서 물가를 잡기에는 힘이 부칠 수도 있습니다. 그런데 정책적으로 금리 인상 외에 다른 대책이 없어요.<br><br><span class=""end_photo_org""><div class=""nbd_im_w _LAZY_LOADING_WRAP "">
<div class=""nbd_a _LAZY_LOADING_ERROR_HIDE"" id=""img_a2"">
<img class=""_LAZY_LOADING"" data-src=""https://imgnews.pstatic.net/image/028/2022/07/16/0002598850_002_20220716164102738.jpg?type=w647"" id=""img2""/>
</div>
</div><em class=""img_desc"">제롬 파월 미국 연방준비제도(Fed) 이사회 의장이 지난 6월15일 기준금리 결정에 관해 기자회견을 하고 있다. 워싱턴/로이터 연합뉴스</em></span><br><br><b>[The 3] 물가 상승도 문제지만, 당장 대출 금리가 올라가면 가계나 기업에 부실이 일어날 수도 있잖아요?</b><br><br><b>조계완 기자: </b>그렇죠. 다들 비슷한 우려를 하고 있어요. 3분기 금융기관들이 기업, 가계에 대출할 때 반영하는 ‘신용위험지수’가 코로나 초기 수준으로 대폭 높아졌는데요. <b>신용위험이 크게 높아질 것</b>으로 은행들이 예상하고 있는 겁니다. 저소득층이나 자영업자들은 코로나를 겪으면서 어려워진 것에서 앞으로 더 어려워질 판국인데요. 어쩔 수 없는 측면이 있습니다. 금리라는 것이 특정 집단과 계층에만 적용되게 차별적으로 운용할 수는 없으니까요.<br><br><b>[The 4] 경기 위축도 우려되고 있죠?</b><br><br><b>조계완 기자: </b>맞습니다. 금리 인상은 곧 경기를 수축, 하강시킬 거거든요. 경제 성장률과 고용을 희생시킨다는 의미인데, 그 희생률에 대해 한국은행은 금리를 1%포인트 올리면 성장률이 1년 동안 0.25%포인트 정도 낮아진다고 설명하고 있어요.<br><br>그래서 경기를 후퇴시키지 않을 수준으로 금리 인상을 적절하게 다루는 게 가장 중요한데요. 우리나라 잠재성장률이 2.0% 정도인데, 한은은 올해 성장률이 2%대 중반은 될 거라고 자신하고 있습니다. 금리 인상으로 인한 <b>경기 후퇴의 희생률이 아직은 크지 않다</b>고 보는 거죠.<br><br><b>[The 5] 미국이 오는 27일에 두 번째 ‘자이언트 스텝’을 택할 수 있고, ‘울트라 스텝’(</b><b>1%포인트 인상)에 나설 수 있다는 관측도 나오는데요. 우리도 계속 금리를 더 올리게 되려나요?</b><br><br><b>조계완 기자:</b> 미국에선 자이언트 스텝을 밟아도 성장 둔화 및 고용 악화가 크지 않을 수 있다고 해석되는 지표들이 나오고 있어요. 다시 자이언트 스텝 이상을 선택할 가능성이 큽니다. 우리나라엔 8월과 10월, 11월 이렇게 3번의 금통위 일정이 남아있는데요. 일단 이창용 한은 총재는 <b>추가적 빅 스텝은 하지 않을 거</b>라고 밝혔습니다. 이어 이번 3분기 후반 또는 4분기 초에 ‘물가 정점’을 통과할 거라고 예상했는데요. 근데 정점을 지나더라도 물가가 급속히 내려가지는 않거든요. 완만하게 떨어지면서 높은 수준이 당분간 유지될 것으로 보여요. 기업이든 노동자든 가계 소비자든 우리 모두 수십 년 만에 닥친 높은 물가, 2015년 이후 8년 만에 닥친 높은 금리라는 전례 없는 이 상황을 <b>앞으로 고통 속에 견뎌내야 한다</b>는 거죠.<br><br>
</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></div>",경제
