,날짜,신문사,제목,내용,분야
0,20220529,동아일보,"‘62조’ 손실보상 추경, 국회 본회의 통과","<div class=""go_trans _article_content"" id=""dic_area"">
<span class=""end_photo_org""><div class=""nbd_im_w _LAZY_LOADING_WRAP "">
<div class=""nbd_a _LAZY_LOADING_ERROR_HIDE"" id=""img_a1"">
<img class=""_LAZY_LOADING"" data-src=""https://imgnews.pstatic.net/image/020/2022/05/29/0003431263_001_20220529234101064.jpg?type=w647"" id=""img1""/>
</div>
</div><em class=""img_desc"">29일 서울 여의도 국회에서 열린 397회(임시회) 제4차 본회의에서  2022년도 제2회 추가경정예산안 이 재적 292인 중  재석 252인, 찬성 246인, 반대 1인, 기권 5인으로 통과되고 있다. (공동취재사진) 2022.05.29. 뉴시스</em></span>6·1 지방선거를 사흘 앞두고 국회는 29일 밤 본회의를 열어 코로나19 장기화로 피해를 본 소상공인·자영업자 손실보상 등을 위한 중앙정부 지출 39조 원과 지방교부금 23조 원을 합친 총 62조 원 규모의 올해 2차 추가경정예산(추경)안을 의결했다. 정부가 추경안을 제출한 지 16일 만이다.<br><br>국회는 이날 본회의를 열어 재석의원 252명 중 찬성 246명, 반대 1명, 기권 5명으로 올해 2차 추경안을 가결했다. 정부는 30일 임시 국무회의에서 추경안을 의결한 뒤 곧바로 집행에 착수할 방침이다.<br><br>이번 추경은 정부가 제출한 59조 4000억 원보다 2조 6000억 원 늘어난 수준으로 역대 최대 규모다. 법에 따른 지방이전 지출을 제외한 중앙정부 지출은 여야 협의를 거치며 당초 정부안인 36조 4000억 원에서 39조 원으로 늘어났다.<br><br>이날 국회를 통과한 추경안은 소상공인의 매출액·피해 수준과 업종별 특성 등을 고려해 600만 원에서 최대 1000만 원까지 손실보전금을 지급하는 내용을 담고 있다. 여야 합의로 지급 대상 매출액 기준이 당초 정부안인 ‘30억 원 이하’에서 ‘50억 원 이하’로 확대됐으며, 지원 대상이 370만 곳에서 371만 곳으로 늘어났다.<br><br>소상공인·자영업자 법정 손실보상의 경우는 대상이 기존 ‘매출액 10억 원 이하 소기업’에서 ‘매출액 30억 원 이하 중기업’까지로 확대됐다. 보정률은 90%에서 100%로 확대되고, 하한액도 50만 원에서 100만 원으로 올랐다.<br><br>특수형태근로종사자(특고)·프리랜서·문화예술인에 대한 지원금은 당초 정부안보다 100만 원 늘어난 200만 원씩 지급된다.<br><br>법인 택시와 전세버스 기사 지원금도 당초 정부안보다 100만 원 늘어난 300만 원이 지급된다.<br><br>국민의힘 권성동 원내대표는 이날 처리된 추경안에 대해 “대선 당시 윤석열 대통령이 소상공인 자영업자에게 최소 600만 원 지급을 공약했고 그 공약을 취임하자마자 이행했다는 측면에서 큰 의미가 있다고 생각한다”며 “국무회의에서 (추경안이) 의결되면 내일(30일) 오후부터 소상공인에 대해서 손실지원금 지급이 가능하다. 정말 다행”이라고 밝혔다.<br><br>더불어민주당 박홍근 원내대표는 본회의에 앞서 열린 의원총회에서 추경안에 대해 “기존 정부안보다 더 두텁고 폭넓게 지원할 수 있게 됐다”며 “민주당은 절박한 민생을 책임져야 할 원내 1당으로서 엄중한 책무만 생각했다”고 말했다.<br><br>이어 “손실보상 소급 적용과 소득 역전을 바로잡는 것이 정부·여당 반대로 반영되지 못했다”며 “정부·여당이 보완책을 강구하기로 한 만큼 민주당도 노력하겠다”고 덧붙였다. <br>
</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></div>",경제
1,20220529,경향신문,‘마이기아’로 나에게 딱 맞는 차량 관리,"<div class=""go_trans _article_content"" id=""dic_area"">
<strong class=""media_end_summary"">기아차 모바일앱 ‘기아빅’ 새 단장<br>실시간 날씨·정비 현황 나타나<br>전기차 배터리 실시간 잔량 확인</br></br></strong><span class=""end_photo_org""><div class=""nbd_im_w _LAZY_LOADING_WRAP is_small"">
<div class=""nbd_a _LAZY_LOADING_ERROR_HIDE"" id=""img_a1"">
<img class=""_LAZY_LOADING"" data-src=""https://imgnews.pstatic.net/image/032/2022/05/29/0003149976_001_20220529222108138.jpg?type=w647"" id=""img1""/>
</div>
</div></span><br><br>기아는 국내 자동차 업계 최초의 통합 모바일 고객 애플리케이션(앱)인 ‘기아 빅’을 ‘마이기아’로 이름을 바꾸고 맞춤형 서비스를 강화했다고 29일 밝혔다.<br><br>기아의 통합 모바일 앱은 차량 구매부터 차량 유지까지 전 과정을 스마트폰 하나로 파악할 수 있는 앱으로 2018년 출시됐다. 현재 회원 수는 250만명에 달한다. 기아는 회원이 증가함에 따라 고객들의 다양한 요구를 반영하기 위해 마이기아로 새단장했다고 설명했다.<br><br>마이기아는 홈 화면을 고객 차량의 색상과 동일하게 했다. 마이기아 이용 고객은 주행 전 홈 화면에서 실시간 날씨와 함께 소모품이나 정비 현황 등 차량 상태를 파악할 수 있다. 차량 이상 감지, 차량 정비, 전기차 충전 등 각종 상황에 필요한 메시지도 홈 화면에 표시해 고객이 차량의 중요한 정보를 놓치지 않도록 도와준다.<br><br>기존 기아 빅을 통해 제공했던 정비 이력과 소모품 관리뿐만 아니라 자동차 보험, 차량 할부, 주차료 등 차량과 관련한 모든 비용을 표시해준다. 전기차 고객은 앱을 통해 즉시 충전이 가능한 충전소 검색 및 예약이 가능하고, 차량 충전 중에는 5분 단위로 배터리 상태가 업데이트돼 원거리에서도 실시간 배터리 잔량을 확인할 수 있다.<br><br>기아 관계자는 “마이기아는 국내 완성차 브랜드가 직접 제공하는 서비스 중 최고 수준의 개인화 서비스를 구현했다”며 “앞으로도 고객 중심의 철학을 바탕으로 자동차 생활에 즐거움을 제공할 것”이라고 말했다.
		</br></br></br></br></br></br></br></br></br></br></div>",경제
2,20220529,경향신문,독특한 색채 가미된 한정판 사이다병과 컵[포토뉴스],"<div class=""go_trans _article_content"" id=""dic_area"">
			현대백화점은 다음달 2일까지 서울시 영등포구 더현대 서울 지하 1층 ‘테이스티 서울’에서 ‘칠성사이다×벤자민무어’ 팝업스토어를 연다고 29일 밝혔다. 팝업스토어에서는 칠성사이다와 벤자민무어 페인트가 함께 만든 독특한 색채의 사이다병과 컵 등 한정판 굿즈를 선보인다.
		</div>",경제
3,20220529,경향신문,국제선 승무원 방역복 의무 착용 해제,"<div class=""go_trans _article_content"" id=""dic_area"">
<strong class=""media_end_summary"">국토부, 2년 만에 방역 완화<br>내달부터 기내 소독 월 2회<br>주 762회로 항공편 증편도</br></br></strong><span class=""end_photo_org""><div class=""nbd_im_w _LAZY_LOADING_WRAP is_small"">
<div class=""nbd_a _LAZY_LOADING_ERROR_HIDE"" id=""img_a1"">
<img class=""_LAZY_LOADING"" data-src=""https://imgnews.pstatic.net/image/032/2022/05/29/0003149973_001_20220530000905456.jpg?type=w647"" id=""img1""/>
</div>
</div></span><br><br>국제선 항공편 승무원들이 코로나19 확산 방지를 위해 의무적으로 착용하고 있는 방호복을 다음달부터 벗게 될 것으로 보인다. 29일 항공업계에 따르면 국토교통부는 국제선 항공기 방역 조치 완화 내용이 담긴 지침을 조만간 항공사에 통보할 계획이다.<br><br>국제선 항공편 승무원들이 방호복을 입지 않게 되는 것은 2년2개월 만이다. 대한항공 등 국내 항공사들은 2020년 4월부터 국제선 항공편 승무원들에게 기내에서 방호복과 장갑을 착용하도록 하고 있다. 코로나19 기내 확산 방지와 승무원 감염 예방을 위한 조치다. 승무원들은 승객이 탑승하기 전 유니폼 위에 방호복을 입고 코로나19 확진자가 많은 지역으로 비행할 때는 고글까지 착용하고 있다.<br><br>항공기가 이륙하기 전에 실시하고 있는 기내 방역 소독도 월 2회 수준으로 완화될 것으로 전망된다. 항공사들은 매 운항 전 전문 약제로 기내를 소독하면서 약품 구매비와 인건비를 추가로 지출해 부담이 컸다. 항공업계 관계자는 “국제선 항공기에 대한 방역 요건이 국내선 항공기나 버스, 지하철, 기차 등 대중교통보다 엄격해 형평성이 맞지 않는다는 지적이 많았다”고 말했다. 이에 따라 국토부는 코로나19 사태 이전 수준인 월 2회 기내 소독으로 방역을 완화할 방침이다. 다만 승객 접촉이 많은 화장실 등에서는 소독을 철저히 하도록 관리·감독할 예정이다.<br><br>승객 간 좌석을 한 칸씩 띄우는 거리 두기는 사실상 폐지됐다. 애초 항공사들이 자발적으로 거리 두기를 시행했지만 최근 탑승률이 높아지면서 만석으로 운항하는 항공편이 늘고 있어서다. 국토부는 이달부터 국제선 운항의 단계적 회복을 추진하고 있다. 4월 주 420회에서 이달 주 532회로 국제선 운항을 늘렸고, 다음달에는 주 762회로 증편할 계획이다.
		</br></br></br></br></br></br></br></br></div>",경제
4,20220529,경향신문,계약 포기 속출…청약열기 식나,"<div class=""go_trans _article_content"" id=""dic_area"">
<strong>전국 아파트 평균 경쟁률</strong><br><strong>작년 19.5 대 1→올해 11.5 대 1</strong><br><br><strong>9억 초과, 중도금 대출 안 돼</strong><br><strong>대구 등 지방에선 미분양도</strong><br><br>9억원을 초과하는 고가 아파트의 청약경쟁률이 지난해에 비해 큰 폭으로 하락한 것으로 나타났다.<br><br>고강도 대출규제로 실수요자들이 분양자금을 마련하기 어려워진 데다 금리 인상 우려가 분양시장에도 영향을 미친 것으로 분석된다.<br><br>29일 부동산R114에 따르면 전국적으로 9억원을 초과하는 아파트의 청약경쟁률은 올해 들어 지난 20일까지 9.4 대 1을 기록해 지난해 평균(64.7 대 1)보다 큰 폭으로 하락했다. <br><br>같은 기간 6억원 초과~9억원 이하는 31.3 대 1에서 20.9 대 1로, 6억원 이하는 17.3 대 1에서 9.2 대 1로 떨어졌다. 모든 아파트의 청약경쟁률이 하락한 가운데 대출규제 제한을 가장 많이 받는 고가 아파트 청약경쟁률 하락폭이 특히 컸던 것으로 집계됐다. <br><br>전체 평균 청약경쟁률은 19.5 대 1에서 11.5 대 1로 낮아졌다.<br><br>전문가들은 현행 제도에서 9억원이 넘는 고가 주택은 중도금 대출이 사실상 막혀 있기 때문에 현금보유자 외에는 쉽게 자금을 마련할 수 없는 데다, 9억원이 안 되는 주택의 경우에도 대출금리 인상, 개인별 총부채원리금상환비율(DSR) 규제 강화, 분양가 고점 인식 등으로 분양열기가 점차 줄어들고 있는 것으로 분석했다.<br><br>청약열기가 꺾이면서 ‘청약불패’로 여겨졌던 서울에서도 당첨자들의 계약 포기 사례가 속출하고 있다.<br><br>이날 한국부동산원 청약홈에 따르면 서울 강북구 미아동 ‘한화포레나미아’(삼양사거리특별계획3구역 재개발)는 139가구에 대해 내달 2일 무순위 청약을 진행한다. 이 단지는 일반분양에서 328가구를 모집했는데 청약 당첨자의 42%가 계약을 포기하면서 무순위 청약에 나선 것이다. <br><br>청약 당첨자가 계약을 포기하면 당첨일로부터 최대 10년간 재당첨이 제한되는 불이익에도 불구하고, 강화된 대출규제와 금리 인상에 따른 부담이 더해지면서 계약을 포기하는 사례가 늘고 있는 것으로 풀이된다.<br><br>특히 서울 강북구는 분양가상한제가 적용되지 않아 타 지역에 비해 분양가가 높게 책정됐다는 인식이 확산된 점도 당첨 포기 원인으로 꼽힌다. <br><br>올해 강북구에서 1순위 청약을 진행한 미아동 ‘북서울자이폴라리스’(미아3구역 재개발), 수유동 ‘칸타빌수유팰리스’(강북종합시장 재정비)도 청약 당첨자의 계약 포기가 속출하면서 무순위 청약을 진행했다.<br><br>지방의 청약에서도 미분양이 속출하고 있다. 지난 23일 대구에서 진행한 KCC건설 ‘수성포레스트스위첸’은 748가구 모집에 2순위 청약까지 갔으나 691가구가 무더기 미달됐다. <br><br>광주에서 24일 진행한 한신공영 ‘금남로 한신더휴 펜트하우스’는 83가구 모집에 2순위 청약까지 실시했으나 34가구가 미달됐다.
		</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></div>",경제
5,20220529,경향신문,금융권 임직원 횡령액 5년 새 1000억여원…환수율 고작 11%대,"<div class=""go_trans _article_content"" id=""dic_area"">
<strong class=""media_end_summary"">작년 153억·올해 688억…4배 늘어<br>환수금 127억…저축은행 5.7% 최저<br>횡령 액수 가장 많은 곳 ‘우리은행’</br></br></strong>최근 5년간 금융권 임직원의 횡령액이 1000억원이 넘었지만 환수율은 11%대에 그친 것으로 나타났다.<br><br>금융감독원이 29일 국회 정무위원회 소속 국민의힘 강민국 의원에게 제출한 자료를 보면 2017년부터 올 5월까지 금융권에서 횡령을 한 임직원은 174명, 횡령 규모는 1091억2680만원으로 집계됐다.<br><br>연도별 횡령액은 2017년 90억원, 2018년 56억원, 2019년 85억원, 2020년 21억원에서 지난해 153억원으로 급증했고 올해는 이달까지 688억원을 기록하며 지난해보다 4배 이상 증가했다. <br><br>올해 횡령액이 급증한 것은 2012년 10월부터 2018년 6월까지 614억원을 횡령한 혐의로 지난 24일 직원 전모씨(43·구속)와 그의 동생(41·구속)이 재판에 넘겨진 우리은행 사태가 반영된 탓이다.<br><br>우리은행은 지난 5년간 횡령 액수가 가장 많았던 곳으로 집계됐다. 총 633억7700만원으로 이 기간 우리은행에서 횡령으로 적발된 임직원은 9명이었다. 최근 금감원은 전씨가 옛 대우일렉트로닉스 인천 공장 매각 계약금 70억원 중 50억원을 추가로 횡령한 정황을 확인해 검찰에 통보한 만큼 전씨의 횡령액과 우리은행의 피해액은 더 늘어날 수 있다.<br><br>이외에 직원 횡령액이 많은 곳은 KB저축은행 77억8320만원, NH투자증권 40억1200만원, KB손해보험 12억300만원, 우리카드 2억5100만원 등이었다.<br><br>반면 금융권의 횡령액 환수금은 127억1160만원으로 전체 횡령액의 11.6%뿐이었다. 업권별로는 저축은행의 환수율이 5.7%로 가장 낮았고 이어 은행 8.4%, 보험 23.2%, 증권 43.2% 순이었다.<br><br>횡령 사건의 1인당 횡령액은 2017년 약 2억원에서 2018년 1억5500만원으로 감소했다가 2019년 3억200만원대로 급증했다. 2020년 6700만원으로 대폭 줄었다가 지난해 7억2600만원대를 기록했고 올해는 52억9200만원으로 나타났다.<br><br>강 의원은 “금융위원회가 업권별로 매년 한두 차례 실시하는 금융회사 내부통제워크숍을 분기별로 늘릴 필요가 있다”며 “우리은행 횡령 사건에 대한 현장검사 결과를 바탕으로 제대로 된 금융감독 개선방안을 마련해야 한다”고 말했다.
		</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></div>",경제
6,20220529,경향신문,윤석열 정부 주택공급정책 ‘민간전문가’가 맡는다,"<div class=""go_trans _article_content"" id=""dic_area"">
<strong class=""media_end_summary"">‘주택공급혁신위원회’ 활동 시작<br>교수·건설협회 관계자 등 15인 구성<br>계획에 시장 의견 대폭 반영될 듯</br></br></strong>정부가 주요 국정과제 중 하나인 ‘250만가구+α’ 주택공급 계획에 민간 전문가를 대거 투입한다. 공공주도의 주택공급계획에서 벗어나 정부정책에 민간·시장 전문가들의 의견을 대폭 반영하겠다는 의지로 보인다.<br><br>국토교통부는 민간전문가 15인이 참여하는 ‘주택공급혁신위원회’를 구성하고 29일 첫 회의를 시작으로 본격적인 활동에 들어간다고 이날 밝혔다.<br><br>위원회에는 대통령직인수위원회 경제2분과 전문위원 및 부동산 태스크포스(TF)팀장을 맡았던 심교언 건국대 교수를 비롯해 권대중 명지대 교수, 이화순 고려대 교수, 이용만 한성대 교수, 허윤경 한국건설산업연구원 정책금융연구원 실장, 김덕례 주택산업연구원 주택정책실장 등 학계 인사와 박재홍 대한주택건설협회장(영무건설 대표이사), 최광호 한국주택협회 수석부회장(한화건설 대표이사 부회장), 김승배 한국부동산개발협회 회장(피데스개발 대표이사), 이승민 한국도시정비협회장 등 주택건설업계 실무가들이 참여한다.<br><br>국토부는 위원회의 의견을 토대로 정책대안을 만드는 ‘주택공급TF’와 사무국 역할을 할 실무조직을 함께 만들어 주택공급 계획을 차질 없이 수립한다는 계획이다. TF는 매주 1차관 주재하에 공급계획 검토회의를 열고, 매달 TF 전체회의를 개최한다.<br><br>이날 열린 첫 회의에서는 문재인 정부 주택공급 정책의 성과와 한계, 새 정부의 주택공급 방향 등에 대해 본격적인 논의를 했다. <br><br>참석자들은 이 자리에서 전 정부가 주택공급 시기, 입지, 주체·공급유형 모든 면에서 실패한 부동산 정책을 펼쳤다고 날선 비판을 한 것으로 알려졌다.<br><br>위원들은 새 정부의 주택공급 계획을 ‘국민이 원하는 집’으로 정하기로 했다. 또 종합적인 주거품질 향상, 민간과 정부의 기능·역할의 조화, 실행력 있는 체계적인 공급을 기본방향으로 삼아 향후 공급계획안을 마련한다는 방침이다.<br><br>국토부는 최종 계획 발표 전까지는 원희룡 장관이 직접 위원회를 주재하며 공급과 관련한 다양한 아이디어를 발굴하고 청년, 무주택자, 지방자치단체 등의 의견도 다각도로 수렴해 나가기로 했다. <br><br>특히 주택공급 정책의 수립 및 실현과정에 지자체의 역할이 매우 중요하다는 판단에 따라 수도권 및 지자체와 국토부가 참여하는 정례 협의체도 구성하기로 했다.<br><br>원 장관은 “최단기간 내 입지·유형·시기별 공급계획과 구체적인 실행계획을 마련해 국민들이 원하는 주택이 언제, 어디에, 어떻게 공급되는지 알려드릴 수 있도록 하겠다”고 밝혔다.
		</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></div>",경제
7,20220529,경향신문,돌아온 ‘한잔 더’…거리두기 해제로 밤 9시 이후 소비 대폭 증가,"<div class=""go_trans _article_content"" id=""dic_area"">
<span class=""end_photo_org""><div class=""nbd_im_w _LAZY_LOADING_WRAP is_small"">
<div class=""nbd_a _LAZY_LOADING_ERROR_HIDE"" id=""img_a1"">
<img class=""_LAZY_LOADING"" data-src=""https://imgnews.pstatic.net/image/032/2022/05/29/0003149968_001_20220530000904112.jpg?type=w647"" id=""img1""/>
</div>
</div></span><br><br><strong>신한카드 빅데이터 연구소 분석 </strong><br><strong>밤시간대 요식업 카드 이용건수 </strong><br><strong>서울 전역서 두자릿수 상승 보여 </strong><br><strong>마포구 51%, 강남구·중구 31%↑ </strong><br><br><strong>주점 이용건·매출 세자릿수 폭증</strong><br><strong>“장사 잘돼…매출 3배는 올랐다”</strong><br><br>“요즘 장사 너무 잘되죠. 거리 두기 풀리고 매출이 3배 정도 뛴 것 같아요.”<br><br>서울 용산구에서 술집을 운영하는 A씨(42)는 코로나19로 인한 사회적(물리적) 거리 두기 해제를 부쩍 뛴 매출로 체감하고 있다. 월 매출은 약 2년 만에 억단위를 넘겼고, 일손이 부족해 아르바이트생도 2명 더 뽑았다. A씨는 “작년 이맘때에는 10시면 문을 닫아야 했는데 요즘에는 새벽 2시까지도 손님이 많다”고 말했다.<br><br>직장인들의 회식도 부쩍 늘었다. 김모씨(28)는 “거리 두기가 해제되고 나서 얼마 전 회식을 했다”며 “지난해 말부터 일하기 시작한 회사인데 직원 60명 다 모이는 전체회식은 처음이었다”고 말했다. 그는 “친구들 모임도 늘어서 요즘엔 저녁 모임이 일주일에 2번 정도는 더 많아진 것 같다”고 말했다.<br><br>거리 두기가 해제되면서 밤 시간대 소비가 되살아나고 있다. 그동안 미뤄뒀던 모임들이 재개되면서 ‘보복회식’이라는 말까지 나온다.<br><br><span class=""end_photo_org""><div class=""nbd_im_w _LAZY_LOADING_WRAP "">
<div class=""nbd_a _LAZY_LOADING_ERROR_HIDE"" id=""img_a2"">
<img class=""_LAZY_LOADING"" data-src=""https://imgnews.pstatic.net/image/032/2022/05/29/0003149968_002_20220530000904134.jpg?type=w647"" id=""img2""/>
</div>
</div></span><br><br>신한카드 빅데이터연구소는 거리 두기가 해제된 올해 4월 셋째주~5월 둘째주(4월18일~5월15일)와 지난해 같은 기간(4월19일~5월16일) 서울 25개 자치구 요식업종의 개인 신용카드 및 체크카드의 사용실적을 비교 분석한 자료를 29일 내놨다.<br><br>지난해 4월19일~5월16일은 수도권에 ‘사회적 거리 두기 2단계’가 적용되던 시기였다. 당시 사적모임 인원은 최대 4명이었다. 식당과 카페의 매장 영업시간과 실내체육시설, 노래방 등의 영업시간은 오후 10시까지였다. 유흥·단란·감성주점, 콜라텍, 헌팅포차, 홀더펍 등 유흥시설은 집합이 금지됐다.<br><br>자료를 보면 카페, 식당 등 요식업종의 밤 시간대(오후 9시~자정) 카드 이용건수는 거리 두기 해제 덕분에 서울의 25개 자치구에서 모두 두 자릿수 증가율을 보였다. 증가율이 가장 높은 곳은 젊은층이 선호하는 상권이 밀집한 마포구였다. 올해 4월 셋째주~5월 둘째주 마포구 요식업의 밤 시간대 카드 이용건수는 지난해에 비해 51% 증가했다. 마포구의 전체 시간대 요식업 이용건수가 20% 증가한 것에 비해서도 증가폭이 배에 달했다.<br><br>강남구, 중구, 영등포구 등 전통적으로 오피스가 밀집한 지역의 밤 시간대 요식업종 카드 이용건수 증가도 두드러졌다. 오피스가 밀집함과 동시에 유동인구도 많은 강남구의 요식업은 밤 시간대 카드 이용건수가 31% 증가했다. 명동과 을지로가 있는 중구의 요식업의 밤 시간대 이용건수도 31% 증가했다. 여의도가 위치한 영등포구는 밤 시간대 이용건수가 30% 증가했다. 이밖에 강서구(31%), 강북구(30%), 용산구(30%)의 밤 시간대 이용건수 증가율이 높았다.<br><br>업종별로 보면 저녁 시간대 이용이 상대적으로 많은 업종들이 크게 웃었다. 주점(맥주홀, 칵테일바, 스탠드바, 단란·유흥주점, 룸살롱 등)의 올해 4월 셋째주~5월 둘째주 카드 이용건수는 지난해 동기 대비 251% 증가했고, 이용금액도 186% 늘었다. 노래방의 이용건수와 이용금액도 각각 101% 증가했다.<br><br>거리 두기로 사적모임 인원과 영업시간 제한의 타격을 크게 받았던 업종들의 매출도 크게 뛰었다. <br><br>지난해 이맘때 수도권에선 밤 10시 이후에는 포장만 가능했던 요식업(카페 제외)과 카페의 이용건수는 각각 10%, 37% 증가했다. 이용금액도 27%, 40% 증가했다. 밤 10시 이후 운영이 제한됐던 헬스장, 요가학원 등 스포츠센터는 이용건수와 이용금액이 각각 44%, 32% 증가했다. 사우나 및 목욕탕의 이용건수와 이용금액도 각각 63%, 64% 증가했다.<br><br>거리 두기 완화로 바깥나들이가 잦아지며 의류 및 패션 잡화 업체들도 덕을 봤다. 이 기간 의류와 패션잡화 이용건수는 15%, 이용금액은 19% 증가했다.
		</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></div>",경제
8,20220529,경향신문,전남 ‘힐스테이트 영광’ 493가구 이달 중 분양,"<div class=""go_trans _article_content"" id=""dic_area"">
<span class=""end_photo_org""><div class=""nbd_im_w _LAZY_LOADING_WRAP "">
<div class=""nbd_a _LAZY_LOADING_ERROR_HIDE"" id=""img_a1"">
<img class=""_LAZY_LOADING"" data-src=""https://imgnews.pstatic.net/image/032/2022/05/29/0003149967_001_20220529221304388.jpg?type=w647"" id=""img1""/>
</div>
</div></span><br><br>현대엔지니어링은 전남 영광군 영광읍 백학리 330번지 일원에 건립하는 ‘힐스테이트 영광’을 이달 중 분양한다고 밝혔다. 힐스테이트 영광은 지하 1층, 지상 18~20층, 8개동, 전용면적 84~113㎡의 총 493가구로 조성된다.<br><br>단지와 인접해 영광중앙초등학교가 위치해 있다. 또한 영광공고, 영광군립도서관, 영광공공도서관, 영광문화원 등 교육시설이 단지 주변에 있다. 단지에서 도보로 영광군청, 하나로마트, 영광종합병원, 영광고속버스터미널 등의 시설을 이용할 수 있다. 영광IC를 통해 광주광역시 등 주변 지역으로 이동 가능하다. 성산·우산 근린공원, 영광생활체육공원 등 녹지와 공원시설도 이용할 수 있다. 단지는 모든 가구가 남향 위주, 4베이 구조로 조성될 예정이다. 홈네트워크 시스템, 사물인터넷(IoT) 연동 가전제품들을 융합한 스마트폰 기반의 서비스인 ‘Hi-oT’ 시스템이 적용된다. 피트니스센터, 골프연습장, 작은도서관, 맘스카페 등 커뮤니티 시설도 조성된다.
		</br></br></br></br></div>",경제
9,20220529,경향신문,부산 ‘e편한세상 에코델타 센터포인트’ 내달 공급,"<div class=""go_trans _article_content"" id=""dic_area"">
<span class=""end_photo_org""><div class=""nbd_im_w _LAZY_LOADING_WRAP "">
<div class=""nbd_a _LAZY_LOADING_ERROR_HIDE"" id=""img_a1"">
<img class=""_LAZY_LOADING"" data-src=""https://imgnews.pstatic.net/image/032/2022/05/29/0003149966_001_20220529221303412.jpg?type=w647"" id=""img1""/>
</div>
</div></span><br><br>DL이앤씨(DL E&amp;C)는 6월 중 부산 강서구 에코델타시티 19블록에서 ‘e편한세상 에코델타 센터포인트’를 분양한다고 밝혔다. 이 아파트는 지하 2층~지상 19층, 15개동, 전용면적 68~84㎡의 총 953가구 규모로 조성된다.<br><br>부산 에코델타시티는 부산시, 한국수자원공사, 부산도시공사가 참여해 부산 강서구 강동동 일대 11.7㎢(약 356만평)를 개발하는 사업이다. 주거시설과 함께 상업, R&amp;D, 물류, 의료시설 등이 들어설 예정이다. 지구 주변으로 평강천 등이 지나는 친환경 수변도시로 조성된다. 단지 인근에는 초·중·고교가 신설될 예정이다. 단지 외관은 커튼월룩 설계(일부 적용)가 도입되고, 맞춤형 주거 플랫폼인 ‘C2 하우스’ 방식이 내부 설계에 적용된다. 최소한의 내력벽만 남겨둔 채 방과 방 사이는 가변형 벽체를 사용해 필요에 따라 구조변경이 용이하다. <br><br>최고층에 스카이라운지, 스카이 게스트하우스 등의 시설이 조성된다. 입주는 2025년 3월이다.
		</br></br></br></br></br></br></div>",경제
