,날짜,신문사,제목,내용,분야
0,20221224,경향신문,"1047회 로또 1등 ‘2, 20, 33, 40, 42, 44’…당첨금 각 27억4880만원","<div class=""go_trans _article_content"" id=""dic_area"">
<span class=""end_photo_org""><div class=""nbd_im_w _LAZY_LOADING_WRAP "">
<div class=""nbd_a _LAZY_LOADING_ERROR_HIDE"" id=""img_a1"">
<img class=""_LAZY_LOADING"" data-src=""https://imgnews.pstatic.net/image/032/2022/12/24/0003194897_001_20221225101301097.png?type=w647"" id=""img1""/>
</div>
</div></span><br><br>동행복권은 24일 제1047회 로또복권 추첨 결과 ‘2, 20, 33, 40, 42, 44’가 1등 당첨번호로 뽑혔다고 밝혔다. 2등 보너스 번호는 ‘32’이다.<br><br>당첨번호 6개를 모두 맞힌 1등 당첨자는 9명으로 각각 27억4880만원을 받는다. 당첨번호 5개와 보너스 번호가 일치한 2등은 83명으로 4968만원을, 당첨번호 5개를 맞힌 3등은 2728명으로 151만원을 각각 받는다.<br><br>당첨번호 4개를 맞힌 4등(고정 당첨금 5만원)은 13만9530명, 3개가 일치한 5등(5000원)은 231만3403명이다.<br><br>당첨금 지급 기한은 지급개시일로부터 1년이다. 이번 로또복권 총 판매액은 1030억5817만9000원이다.
		</br></br></br></br></br></br></br></br></div>",경제
1,20221224,TV조선,'종부세 부담' 대폭 완화에 시장 '반색'…경착륙 우려는 여전,"<div class=""go_trans _article_content"" id=""dic_area"">
<strong class=""media_end_summary"">""수도권 규제지역 추가 해제"" 목소리 잇따라</strong><div class=""video_area _VIDEO_AREA"" id=""video_area_0""></div>[앵커]<br>종부세 부담을 줄이는 법안도 국회를 통과했습니다. 집값 하락세 속에, 세부담을 덜어 최악의 상황은 피했다는 평가입니다. 하지만  부동산 시장의 경착륙을 막기 위해선 정책적 대응이 더 필요하다는 목소리도 나옵니다.<br><br> 배상윤 기자입니다.<br><br>[리포트]<br>서울 서초구의 한 아파트입니다. 전용면적 59㎡의 올해 공시가는 11억 8000만 원입니다. <br><br>올해는 종합부동산세 부과 대상이지만 내년엔 제외됩니다.<br><br>여야 합의로 종부세 기본공제 금액이 1주택자의 경우 11억원에서 12억원으로 올랐기 때문입니다.<br><br>올해 공동주택 공시가 현실화율 75.1%를 적용하면 이 곳 서울 서초구의 시가 16억원 이하 1주택자는 종부세가 면제됩니다.<br><br> 올해 종부세로 180만 원을 냈던 마포의 84㎡ 아파트도 내년엔 종부세가 0원입니다. <br><br>현장에서는 환영의 목소리가 나옵니다. <br><br>박영례 / 서울시 아현동<br> ""(종부세가 줄어서) 엄청 좋죠. 애들도 한참 가르쳐야 하고 돈이 많이 들어가는데, (종부세) 목돈도 내려면 (제때) 챙겨서 내기가 부담스럽죠.""<br><br> 집값이  날개 없이 추락하는 상황에서 지난 정부의 이른바  '징벌적 과세'를  사실상 폐지하는 등 시장에 숨통을 틔워준 겁니다. <br><br>하지만  금리 고공행진은 여전하고,  입법 과제도 많아 부동산 연착륙까진 갈 길이 멀다는 반응입니다. <br><br>그래서  수도권에 남은 규제지역 추가 해제 등 남은 카드에 눈길이 쏠립니다. <br><br>신만호 / 공인중개사<br>""규제 지역 자체가 진입장벽을 높이고 거래 활성화를 제한하는게 많거든요. (서울) 강남도 풀어줘야지 정상화되지 않을까…."" <br><br>잇따른 부동산 규제 완화 속에도 시장 경착륙과 파장을 우려하는 목소리는 줄지 않고 있습니다. <br><br>TV조선 배상윤입니다. <br><br>
</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></div>",경제
2,20221224,TV조선,20%에서 결국 8%로…여야정 이견에 용두사미 된 반도체 세액공제,"<div class=""go_trans _article_content"" id=""dic_area"">
<div class=""video_area _VIDEO_AREA"" id=""video_area_0""></div>[앵커]<br>오늘 새벽 통과된 법 가운데, 반도체 법안도 있습니다. 반도체 투자 세액공제 규모를 확대해주는 내용인데, 공제율이 찔끔 오르는데 그쳤습니다.<br><br> 반도체 산업 경쟁력을 키우겠다던 여야정이 왜 이런 결과를 냈는지, 윤재민 기자입니다.<br><br>[리포트]<br>반도체 설비투자에 대한 대기업의 세액공제를 6%에서 8%로 확대하는 조세특례제한법 개정안이 어젯밤 국회를 통과했습니다.<br><br> 기존보다 공제율이 2%포인트 늘긴 했지만 여당안인 20%는 물론 야당안인 10%에도 못 미치는 결과로 의결됐습니다. <br><br>용두사미가 된 개정안에 법안을 대표 발의한 의원이 부결을 호소하기도 했습니다. <br><br>양향자 / 무소속 의원<br> ""정부의 조세특례제한법 개정안을 반대해 주십시오. 가장 중요한 반도체 시설투자 세액공제율을 25%에서 8%로 완전히 후퇴시켰습니다.""<br><br> 하지만 여당도 결국 8% 개정안에 합의했습니다. <br><br>윤영석 / 국민의힘 의원<br> ""(지원이 부족해서) 글로벌 경쟁에서 뒤쳐지지 않을까 하는 그런 우려가 있는 것으로 알고 있습니다. 그러나 결코 그렇지 않습니다."" <br><br>앞서 여당은 반도체특위를 출범하고 지난 8월 세액 공제 등을 담은 특별법을 발의했습니다. <br><br>하지만 야당은 재벌 특혜라며 공제의 폭을 낮추자고 맞섰고, 기획재정부는 세수 감소를 이유로 야당안보다도 낮은 8% 공제를 제시했습니다.<br><br> 윤석열 대통령이 약속한 반도체 산업 지원의 발목을 야당과 기재부가 함께 잡은 게 아니냐는 지적도 나옵니다. <br><br>경쟁국인 미국과 대만의 반도체 투자 세액 공제율은 25%, 중국은 100%입니다. <br><br>기재부는 설비투자가 아닌 연구개발에서는 40%의 세액 공제를 제공해 세제 지원이 경쟁국에 뒤지지 않는다는 입장입니다. <br><br>TV조선 윤재민입니다. <br>
</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></div>",경제
3,20221224,경향신문,안성 AI 확산 우려에 집중소독 기간 내년 1월20일까지 연장,"<div class=""go_trans _article_content"" id=""dic_area"">
<span class=""end_photo_org""><div class=""nbd_im_w _LAZY_LOADING_WRAP "">
<div class=""nbd_a _LAZY_LOADING_ERROR_HIDE"" id=""img_a1"">
<img class=""_LAZY_LOADING"" data-src=""https://imgnews.pstatic.net/image/032/2022/12/24/0003194893_001_20221224175501105.jpg?type=w647"" id=""img1""/>
</div>
</div><em class=""img_desc"">정황근 농림축산식품부 장관이 24일 경기 안성시청에서 방역 상황을 점검하고 있다. 농림축산식품부 제공</em></span><br><br>고병원성 조류인플루엔자(AI) 중앙사고수습본부는 24일 집중소독 기간을 다음 달 20일까지 한 달 연장한다고 밝혔다.<br><br>정황근 중수본부장(농림축산식품부 장관)은 이날 경기 안성시의 거점소독시설과 안성시청 방역 대책 상황실을 찾아 AI 방역 상황을 긴급 점검하고 강화된 방역 조치를 지시했다.<br><br>이 지역의 산란계 농장에서는 지난 13일 고병원성 AI가 발생했다. 산란계 밀집 지역인 경기도에서 AI가 확산하면 달걀 수급에 영향을 미칠 수 있다.<br><br>중수본은 집중소독 기간에 각 농장에서 소독, 장화 갈아신기 등 기본 방역 수칙을 준수하도록 요청했다. 특별 단속을 해 폐쇄회로(CC)TV 영상 미보관, 고정식 소독시설 동파 등 위반사항이 확인된 농가는 엄정 처분한다는 방침을 세웠다. 산란계 농장이 많은 청미천, 안성천 등 하천 인근 농장 119곳과 10만 마리 이상을 사육하는 대규모 가금농장은 오는 26일부터 다음 달 6일까지 집중점검을 실시한다.<br><br>정 본부장은 12월 내내 이어지고 있는 폭설과 한파로 농장 소독이 쉽지 않아 AI 발생 위험도가 높아질 수 있는 만큼 한파 기간에 농장 내 사람･차량 출입을 최대한 통제하고, 소독장비는 동파되지 않게 관리해 달라고 당부했다.
		</br></br></br></br></br></br></br></br></br></br></div>",경제
4,20221224,중앙일보,월 70만원 10년 부으면 1억 준다…청년도약계좌 내년 출시,"<div class=""go_trans _article_content"" id=""dic_area"">
<div class=""ab_photo photo_center ""> <div class=""image""> <span class=""end_photo_org""><div class=""nbd_im_w _LAZY_LOADING_WRAP "">
<div class=""nbd_a _LAZY_LOADING_ERROR_HIDE"" id=""img_a1"">
<img class=""_LAZY_LOADING"" data-src=""https://imgnews.pstatic.net/image/025/2022/12/24/0003248507_001_20221224214802558.jpg?type=w647"" id=""img1""/>
</div>
</div><em class=""img_desc"">금융위원회. 뉴스1</em></span> <span class=""mask""></span> </div> </div> <br>   윤석열 정부의 핵심 청년 공약인 청년도약계좌가 내년 6월 출시될 것으로 보인다.   <br> <br>   24일 금융위원회는 청년도약계좌 운영 예산을 포함한 2023년도 세출예산(3조8000억원) 및 소관기금 지출계획(34조원)이 확정됐다고 밝혔다.  <br> <br>   청년도약계좌는 청년의 자산 형성을 지원하는 정책형 금융상품으로, 내년 6월 상품 출시를 목표로 준비 중이다.   <br> <br>   윤 대통령은 당선인 시절 청년도약계좌를 통해 근로·사업 소득이 있는 청년(만 19~34세)들이 매달 70만원씩 10년간 저축(연 3.5% 복리)하게 되면 만기 때 정부가 저축장려금을 보태 1억원의 목돈을 마련하도록 해주겠다고 약속한 바 있다.   <br> <br>   이를 위해 서민금융진흥원 출연 예산 3678억원을 확보했다.  <br> <br>   금융위는 ""만 19∼34세 중 개인소득(6000만원 이하) 및 가구소득(중위소득 대비 180% 이하) 기준을 충족하는 청년이 가입할 수 있도록 할 계획""이라며 ""상품 세부 사항은 향후 발표할 예정""이라고 설명했다.  <br> <br>   올해 2월 출시된 청년희망적금은 추가 가입 없이 2년 만기가 종료되는 2024년 2~3월 장려금을 지급하면서 사업을 종료할 계획이다. 이를 위해 내년도 예산 3602억원을 확보했다.  <br> <br>   혁신성장펀드와 관련해서는 내년도 산업은행 출자금 예산 3000억원이 확정됐다.  <br> <br>   금융위는 재정출자금을 마중물 삼아 내년부터 연간 3조원, 5년간 총 15조원 규모의 혁신성장펀드를 조성해 창업·벤처기업이 유니콘 기업으로 성장할 수 있도록 지원한다는 방침이다.  <br> <br>   핀테크 기업 지원과 관련해 창업 지원, 금융규제 샌드박스 및 'D-테스트베드' 운영, 핀테크 전문인력 양성 등을 위한 사업예산 140억원이 확정됐다.  <br> <br>   새출발기금(2800억원), 특례보금자리론(1668억원), 최저 신용자 특례보증(280억원) 등 서민금융 지원 예산도 확보했다.  <br> <br>   금융위는 ""10월 출범한 새출발기금은 총 30조원 규모의 채무조정을 통해 자영업자·소상공인의 재기를 지원해나갈 계획""이라며 ""확정된 예산을 통해 특례보금자리론도 차질없이 공급해 나가겠다""고 말했다.  <br><br>
</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></div>",경제
5,20221224,경향신문,이번주 휘발유 평균가 1537.3원···15주 연속 하락,"<div class=""go_trans _article_content"" id=""dic_area"">
<span class=""end_photo_org""><div class=""nbd_im_w _LAZY_LOADING_WRAP "">
<div class=""nbd_a _LAZY_LOADING_ERROR_HIDE"" id=""img_a1"">
<img class=""_LAZY_LOADING"" data-src=""https://imgnews.pstatic.net/image/032/2022/12/24/0003194887_001_20221224155801917.jpg?type=w647"" id=""img1""/>
</div>
</div><em class=""img_desc"">국내 석유 제품 주간 가격 동향. 오피넷 제공</em></span><br><br>이번 주 국내 주유소 휘발유 가격이 15주 연속 하락하고 경유 가격은 5주 연속 내려갔다.<br><br>24일 한국석유공사 유가정보시스템 오피넷에 따르면 12월 셋째 주(18~22일) 전국 주유소 휘발유 평균 가격은 리터당 1537.3원으로 전주보다 31.6원 내렸다. 9월 첫째 주에 1741.2원을 기록한 후 하락세를 이어갔다.<br><br>상표별로는 알뜰주유소 평균 가격이 1509.2원으로 가장 낮았고 자가상표는 1534.5원이었다. GS칼텍스가 가장 높은 1546.5원을 기록했다.<br><br>지역별로는 서울이 전주보다 35.1원 하락한 1621.0원으로 전국 평균보다 83.7원 높았다. 휘발유가 가장 싼 지역은 대구(1470.8원)으로 전국 평균보다 66.5원 낮았다.<br><br>이번 주 경유 평균 판매가격은 전주보다 45.8원 내린 1751.4원이었다. 상표별로는 알뜰주유소가 1687.0원으로 가장 저렴했고 GS칼텍스가 1761.3원으로 가장 비쌌다. 지역별로는 서울이 1837.1원으로 가장 높았고 제주가 1694.9원으로 가장 쌌다.<br><br>정유사별 공급가격은 12월 둘째 주 휘발유 기준으로 에쓰오일(1397.8원)이 가장 비쌌고 현대오일뱅크(1384.0원)가 가장 저렴했다. 경유 기준으로는 에쓰오일(1545.5원)이 가장 높았고 GS칼텍스(1488.9원) 공급가가 가장 낮았다.<br><br>국제유가는 달러 가치 하락, 사우디아라비아의 석유수출국기구 플러스(OPEC+) 감산 지지 발언, 미국 전략비축유 재구매 계획 발표 등의 영향으로 상승세를 기록했다. 수입 원유의 기준이 되는 두바이유 평균 가격이 전주보다 1.1달러 오른 배럴당 76.7달러였다.
		</br></br></br></br></br></br></br></br></br></br></br></br></br></br></div>",경제
6,20221224,TV조선,"크리스마스 이브, 명동 노점상 없다…""시민 안전 위해 쉽니다""","<div class=""go_trans _article_content"" id=""dic_area"">
<div class=""video_area _VIDEO_AREA"" id=""video_area_0""></div>[앵커]<br>연말연시,  특히 성탄절 전야 명동은  인파가 몰리는 곳이지요. 이번 크리스마스 이브에는 명동 거리에서  노점상을 볼 수 없게 됐습니다. 시민들이 안전하게  다닐 수 있도록 상인들이 나서서    하루 장사를 포기하기로 했습니다.<br><br>  장윤정 기자입니다.<br><br>[리포트]<br>알록달록 색깔의 과일꼬치부터 한겨울 추위를 녹여주는 어묵까지, 서울 명동 노점상에서 맛볼 수 있는 먹거리는 관광객과 시민들에게 또 다른 재미입니다. <br><br>강유진 명지민 박혜영<br> ""수능 끝나고 같이 못 놀았던 친구들이랑 놀아보고자, 노점상에서 맛있는 것도 먹고 유명한 맛집도 다니면서…."" <br><br>하지만 이번 크리스마스 이브에는 이런 풍경을 볼 수 없습니다.<br><br> 좁은 골목길 인파 사고를 예방하기 위해 노점상 362곳이 모두 쉬기로 한 겁니다. <br><br>박 모씨 / 명동 노점상 상인<br> ""(피해도 사실 많이 보실 것 아니에요) 1년에 한 번 피해 봐도 되지 않을까요? 하하. 안전을 위해서…."" <br><br>실제로 지난 3년간 크리스마스 이브 명동 밀집도를 살펴보면 노점상이 있는 골목을 따라 사람들이 몰려 있습니다.<br><br> 대신 상인들은 명동 사거리에서 인파 관리에 나섭니다.<br><br>이강수 / 명동 노점상 상인<br> ""50명이 각 조로 나눠가지고요 차량 통제라든가 시민들의 안전을 위해서 봉사하기로 결정했습니다."" <br><br>관할 구청도 특별 안전상황실을 설치했습니다. <br><br>중구청 관계자<br>""명동성당 같은 경우는 내리막길로 돼있다 보니까 집중 배치를 해야겠죠. 유도만 잘 하더라도 위험요소는 많이 감소될 거라고…"" <br><br>홍대 상인회도 연말까지 거리에서 질서 유지활동을 합니다. <br><br>이태원 사고가 반복되지 않기 위해 상인들도 대목을 포기하고 안전한 연말 만들기에 동참하고 있습니다. <br><br>TV조선 장윤정입니다. 
		</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></div>",경제
7,20221224,경향신문,내년 하반기부터 영화관람료 소득공제···연초부터 OTT 제작비 세액공제,"<div class=""go_trans _article_content"" id=""dic_area"">
<span class=""end_photo_org""><div class=""nbd_im_w _LAZY_LOADING_WRAP is_long"">
<div class=""nbd_a _LAZY_LOADING_ERROR_HIDE"" id=""img_a1"">
<img class=""_LAZY_LOADING"" data-src=""https://imgnews.pstatic.net/image/032/2022/12/24/0003194885_001_20221224145401097.png?type=w647"" id=""img1""/>
</div>
</div></span><br><br>내년부터 총급여가 7000만원 이하인 근로자는 영화관람료 소득공제를 받을 수 있고 온라인동영상서비스(OTT) 콘텐츠 제작사는 제작비를 세액공제 받을 수 있다.<br><br>문화체육관광부는 24일 조세특례제한법(조특법) 개정안이 국회를 통과해 문화비 소득공제에 영화관람료가 포함된다고 밝혔다. 현재는 도서, 공연, 박물관·미술관, 신문사용분이 적용되고 있다.<br><br>영화관람료 소득공제는 준비 기간을 거쳐 2023년 7월1일부터 시행될 예정이다. 기존 문화비 소득공제처럼 총급여 7000만원 이하 근로자 중 신용카드 등 사용액이 총급여액의 25%가 넘는 근로소득자를 대상으로 한다. 공제율은 30%, 한도는 전통시장 사용분, 대중교통 사용분, 문화비 사용분 소득공제를 합해 총 300만원이다.<br><br>현행 소득공제 한도는 전통시장 사용분, 대중교통 사용분, 문화비 사용분에 대해 각각 100만원이나 내년 1월1일부터 통합 300만원으로 변경됐다.<br><br>영상콘텐츠 제작비 세액공제도 방송프로그램(드라마, 애니메이션, 다큐멘터리, 예능)과 영화에서 OTT 콘텐츠로 확대된다. 국내외에서 지출한 제작 비용에 대해 중소기업은 10%, 중견기업은 7%, 대기업은 3%의 세액을 공제받을 수 있다. 영상콘텐츠 제작비 세액공제는 올해 일몰 예정이었으나 2025년까지 연장됐다.<br><br>외국인 관광객이 특례적용호텔에서 30일 이하로 숙박할 때 적용받는 숙박료 부가가치세 환급 특례, 문화접대비(기업업무추진비) 손금(비용) 산입 특례 기한도 각각 2025년까지 적용된다. 도서관·박물관·미술관 운영법인, 문화예술단체 및 체육단체(국가대표 활동과 관련된 수익사업만 해당·신규), 국제행사조직위원회 등에 대한 고유목적사업준비금 손금 산입 특례 적용기한도 2025년까지 연장됐다.<br><br>문체부의 내년 예산 총지출 규모는 정부안보다 332억원 증액된 6조7408억원으로 확정됐다. 분야별로는 문화예술 2조3140억원, 콘텐츠 1조1738억원, 관광 1조2339억원, 체육 1조6398억원이다.<br><br>주요 사업별로는 한국방문의 해 개최(100억원), 섬 관광 활성화(52억원) 등이 새로 편성됐다. 국가대표선수 훈련 수당은 하루 7만원에서 8만원으로 인상되고 트레이너 고용 기간도 11개월에서 12개월로 연장된다. 대통령 역사연구(4억원), 청와대 미술전시(36억원), 청와대 활용 한국음악 공연(64억원) 등이 새로 편성됐다.
		</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></div>",경제
8,20221224,한겨레,"“법인세 인하→경제 성장”, 믿습니까? [The 5]","<div class=""go_trans _article_content"" id=""dic_area"">
<strong class=""media_end_summary"">[더 파이브: The 5] 1%p씩 내려가는 법인세, 우리가 놓친 것은</strong><span class=""end_photo_org""><div class=""nbd_im_w _LAZY_LOADING_WRAP "">
<div class=""nbd_a _LAZY_LOADING_ERROR_HIDE"" id=""img_a1"">
<img class=""_LAZY_LOADING"" data-src=""https://imgnews.pstatic.net/image/028/2022/12/24/0002620630_001_20221225133301080.jpg?type=w647"" id=""img1""/>
</div>
</div><em class=""img_desc"">클립아트코리아</em></span>  ‘우리가 시간이 없지 관심이 없냐!’ 현생에 치여 바쁜, 뉴스 볼 시간도 없는 당신을 위해 준비했습니다. 뉴스가 알려주지 않은 뉴스, 보면 볼수록 궁금한 뉴스를 5개 질문에 담았습니다. The 5가 묻고 기자가 답합니다. ▶▶주간 뉴스레터 휘클리 구독신청 검색창에 ‘휘클리’를 쳐보세요.<br><br>지난 23일 2023년도 예산안이 국회를 통과했습니다. 역대 가장 늦은 ‘지각 처리’입니다. 이렇게 법정처리 시한을 20일씩 넘겨가면서 여야가 첨예하게 맞붙은 지점은 바로 ‘법인세 인하’였습니다. 정부와 여당이 법인세 최고세율을 25%에서 22%로 내리는 법개정안을 추진하면서 갈등이 빚어진 건데요. 결국 법인세를 구간별로 각 1%포인트씩 인하하기로 합의하면서 사태는 일단락됐습니다. 대체 법인세가 뭐길래 이러는 걸까요? 우리나라의 법인세 부담이 정말 큰 건지, 지금이 법인세를 낮추기에 적절한 상황인지 박종오 경제산업부 기자에게 물었습니다.<br><br><b>[The 1] 국회가 법인세를 구간마다 1%씩 내리는 걸로 합의했잖아요. 이렇게 하려고 그렇게 싸운 건가요? 도대체 기업 부담이 얼마나 줄어드는 거죠?</b><br><br><b>박종오 기자:</b> 지금 법인세를 어떻게 물리고 있는지 먼저 알아야 하는데요. 법인세는 법인, 즉 기업들이 벌어들인 소득에 매기는 세금이잖아요. 우리나라는 법인세를 4단계로 나눈 체계로 운영하고 있어요. 연도별 법인소득에서 소득공제 등을 뺀 금액을 과세의 표준으로 삼습니다. 이 액수(과세표준)가 ①2억원 이하면 10% ②2억~200억원이면 20% ③200억~3000억원이면 22% ④3000억원을 넘으면 25%의 세율을 적용합니다. 내년부터는 이 각 구간들에서 세율을 1%포인트씩 줄이겠단 거예요. 이로 인해서 향후 5년(2023~2027년)간 누적 법인세 감세액이 24조4천억원에 이릅니다.<br><br><b>[The 2] 기업들은 좋겠네요. 근데 우리 기업의 법인세 부담이 그렇게 높았나요? </b><br><br><b>박종오 기자: </b>문재인 정부 때 법인세 최고세율을 올려서 대기업의 법인세 부담이 늘어난 건 맞아요. 하지만 기업 전체적으로 세 부담이 큰지 작은지 판단하려면 외국과 비교를 해야 하는데요. 정부에선 한국조세재정연구원에서 내놓은 2019년 법인세 실효세율 수치를 근거로 들었어요. 한국의 실효세율은 21.4%로 미국(14.8%), 일본(18.7%), 영국(19.8%)보다 높으니 “국제적으로도 높은 수준”이란 겁니다. 하지만 언론이 이 보고서의 적용 기준과 시점 오류를 바로 잡아 다시 계산해보니 2019년 한국의 실효세율이 17.5%로 좀 낮아졌어요. 호주(29.3%), 프랑스(25.6%), 영국(19.8%) 다음으로 네 번째죠. 우리보다 실효세율이 낮은 나라는 일본(17.3%)과 미국(14.8%)이었고요. <b><font color=""#c21a1a"">법인세가 뜨거운 감자가 된 게 언제인데 아직도 제대로 된 통계 근거 하나 없다는 게 현실</font></b>입니다.<br><br> <span class=""end_photo_org""><div class=""nbd_im_w _LAZY_LOADING_WRAP "">
<div class=""nbd_a _LAZY_LOADING_ERROR_HIDE"" id=""img_a2"">
<img class=""_LAZY_LOADING"" data-src=""https://imgnews.pstatic.net/image/028/2022/12/24/0002620630_002_20221225133301126.jpg?type=w647"" id=""img2""/>
</div>
</div><em class=""img_desc"">연합뉴스</em></span> <br><br><b>[The 3] 야당은 ‘부자 감세’라면서 반대해왔잖아요. 정부는 법인세를 내리면 개미 투자자, 소비자, 노동자, 중소기업도 득을 보게 된다고 반박하고요. 누구 말이 맞나요?</b><br><br><b>박종오 기자: </b>주식 투자를 진지하게 하는 사람 중에 법인세 인하로 자신들의 배당금이 늘거라고 생각하는 사람 많지 않을 겁니다. 미국이야 대주주들이 거대 투자은행이나 사모펀드 같은 곳이라, 이런 기관투자자들이 무조건 배당을 많이 하도록 기업에 압력을 넣잖아요. 그렇게 안 하면 이사회 열어서 CEO를 갈아치우기도 하고요. 하지만 우리나라는 대기업 최대 주주들이 대부분 창업자와 가족들입니다. 또 우리나라에선 중소기업 단가 후려치기가 심각하고, 노조 조직율이 낮습니다. <font color=""#c21a1a""><b>법인세 줄여준 만큼 주주, 노동자, 협력업체에게도 충분히 돌아간다고 보는 건 일차원적인 생각</b></font>입니다.<br><br><b>[The 4] 다른 나라는 어때요? 정부 말처럼 법인세 인하가 요새 트렌드인가요? </b><br><br><b>박종오 기자: </b>한동안은 그랬지만, 최근 상황은 또 달라졌습니다. 코로나19와 러시아-우크라이나 전쟁 이후로 고물가·고금리 상황이 되면서 경기 침체 우려가 커졌잖아요. 그래서 <font color=""#333333"">영국에선 지난 9월에 철회하기로 했던 법인세 인상안을 그대로 유지하기로 했어요. 2023년부터 법인세 25%(기존 19%)가 적용되죠.</font> 미국의 조 바이든 대통령도 법인세를 적어도 재무제표상 순이익의 15% 이상 내도록 하는 법안을 올해 통과시켰어요. 법인세를 현재 21%에서 28%로 올리는 자신의 공약도 계속 추진하고 있고요. 우리나라에선 ‘포퓰리즘’이라고 비판하는 횡재세를 유럽연합에선 도입한다고 합니다. <b><font color=""#c21a1a"">민생이 어려워지니 각국 정부가 세금을 더 거둬서 나누겠다는 게 최근 트렌드</font></b>입니다.<br><br><b>[The 5] 그럼 우리도 오히려 법인세를 더 거둬야 하는 건가요?</b><br><br><b>박종오 기자: </b>지금 물가상승률이 너무 높아서 노동자들의 실질 임금은 도리어 줄고 있잖아요. 이럴 땐 세금을 올려서 저소득층의 소득 감소를 보완해주는 게 맞아요. 지금 대통령실에서 일하는 안상훈 사회수석을 만난 적이 있는데 그도 우리나라가 ‘저부담 저복지’에서 ‘중부담 중복지’로 가야 한다고 말하더라고요. 바꿔 말하면 우리나라는 경제협력개발기구(OECD)의 평균 정도만 가자는 거예요. 이때 어떤 세금을 늘리느냐가 중요한데요. 법인세는 OECD 평균 이상으로  잘 하고 있습니다. 하지만 소득세는 평균보다 현저히 떨어집니다(GDP 대비 소득세수 비중 국내 5.3%, OECD 평균 8.1%). 소득세수가 굉장히 낮은데, 소득세를 올리자고 하면 표가 떨어지죠. <font color=""#c21a1a""><b>OECD 평균보다 높아서 법인세를 줄인다면, OECD 평균 보다 낮은 소득세는 높이는 게 책임정치 </b></font><font color=""#000000"">아닐까요</font>?<br><br>▶▶[The 5]에 다 담지 못한 법인세 인하 방안의 핵심 내용들과 문제점을 휘클리에서 모두 읽어보세요. ▶▶휘클리 구독신청<br><br>
</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></div>",경제
9,20221224,중앙일보,이번주 휘발유 31원·경유 45원 하락…다음주도 하락 혹은 보합 전망,"<div class=""go_trans _article_content"" id=""dic_area"">
<div class=""ab_photo photo_center ""> <div class=""image""> <span class=""end_photo_org""><div class=""nbd_im_w _LAZY_LOADING_WRAP "">
<div class=""nbd_a _LAZY_LOADING_ERROR_HIDE"" id=""img_a1"">
<img class=""_LAZY_LOADING"" data-src=""https://imgnews.pstatic.net/image/025/2022/12/24/0003248494_001_20221224135401082.jpg?type=w647"" id=""img1""/>
</div>
</div><em class=""img_desc"">서울 시내 주유소에서 주유 중인 시민들. 연합뉴스</em></span> <span class=""mask""></span> </div> </div>        국내 유가 하락세가 이어지고 있다. 다만 최근 유가 상승 요인이 동시에 나타남에 따라 다음주부터는 보합세로 전환될 가능성이 높다.<br><br>24일 한국석유공사 유가정보시스템 오피넷에 따르면 12월 셋째 주 전국 주유소 휘발유 평균 판매가격은 리터 당 1537.3으로 한 주 전보다 31.6원 내렸다. 15주 연속 하락세다.  <br> <br>   경유 판매가격 역시 주간 단위로 5주 연속 내려 이번 주 평균 판매가격은 한 주 전보다 45.8원 내린 리터당 1751.4원으로 집계됐다.  <br> <br>   경유 판매가격은 주간 단위로 5주 연속 내렸다. 다만 경유가 휘발유보다 비싼 ‘가격 역전’ 현상은 이어지고 있다.  <br> <br>   이번 주 국제유가는 달러 가치 하락, 사우디아라비아의 OPEC+ 감산 지지 발언, 미국 전략비축유 재구매 계획 발표 등의 영향으로 상승세를 보였다.  <br> <br>   수입 원유의 기준이 되는 두바이유의 이번 주 평균 가격은 전주보다 1.1달러 오른 배럴당 76.7달러를 기록했다.  <br> <br>   국제 휘발유 평균 가격은 배럴당 84.8달러로 1.5달러 올랐으나, 국제 자동차용 경유 가격은 배럴당 113.7달러로 0.5달러 내렸다.  <br> <br>   대한석유협회 관계자는 “국제유가가 소폭 올랐으나 원/달러 환율이 많이 내려서 국내 석유제품 가격은 당분간 하락세를 이어갈 가능성이 크다”며 “다만 가격 하락 폭은 다소 둔화할 수 있다”고 설명했다.  <br><br>
</br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></br></div>",경제
